local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.193	0.8925	kidney	0.1323	occur in	cyst
1.0	0.6613	nonstick	0.1323	lose	pan
0.0213	0.9781	important to the church	0.1323	has_property	mover
1.0	0.6606	the action of soaps	0.1323	improve	phosphate
0.036	0.8566	distance	0.1323	measure	treadmill
1.0	0.8906	important as a buffer	0.1323	has_property	hemoglobin
0.0015	0.8799	pay	0.1323	can	ireland
1.0	0.7409	landing	0.1323	hurt during	ear
1.0	0.8999	north	0.1323	be banned in	slavery
0.0278	0.9173	fatal	0.1323	can be	diabetes mellitus
0.0009	0.8571	size	0.1323	can	army
0.0002	0.8596	occur	0.1323	can	pandora
0.1147	0.8963	geography	0.1323	be used in	sensing
0.6789	0.8394	in cat years	0.1323	has_property	14
0.0007	0.9407	low	0.1323	has_property	mortgage interest rate
0.0003	0.9253	vs	0.1323	has_property	swede
0.2886	0.7745	double circulation	0.1323	have	bird
0.1852	0.9585	oedipus	0.1323	be in	chorus
1.0	0.836	to a bread dough before baking	0.1323	be added	yeast
1.0	0.8139	phones	0.1323	talk much on	mom
0.0155	0.8627	cook	0.1323	can	galaxy
0.0066	0.8304	technology	0.1323	use	fashion designer
0.0327	0.9456	window	0.1323	has_property	rooster
0.0162	0.8467	soft	0.1323	get	apple
0.0003	0.8959	hurt	0.1323	can	platypus
1.0	0.904	three strings	0.1323	have	piano
0.117	0.7392	jets	0.1323	emit	hole
1.0	0.7295	out of the thicket	0.1323	get ralph	jack
0.0001	0.9451	bad	0.1323	has_property	follower
0.0003	0.8372	twitch	0.1323	can	cuticle
1.0	0.7797	balance of payment deficit	0.1323	be with	country
1.0	0.809	three eyed raven	0.1323	kill	walker
0.0147	0.9464	coffee	0.1323	has_property	black
1.0	0.8678	by live wire	0.1323	can be caused	electric shock
0.1244	0.8098	work	0.1323	refill	sn
1.0	0.8859	to be culled	0.1323	need	deer
1.0	0.8887	fridge	0.1323	put in	ballerina
1.0	0.7026	cobs	0.1323	be called	cob
0.0052	0.8501	noted	0.1323	can	hydraulics
0.0004	0.8754	speed	0.1323	can	thermometer
0.0226	0.8705	warts	0.1323	get	toad
1.0	0.8403	pa	0.1323	be more expensive in	milk
0.0007	0.8957	per	0.1323	has_property	paint
1.0	0.8686	paraffin oil	0.1323	burn	gardener
0.0447	0.8842	depression	0.1323	has_property	student
1.0	0.826	lettuce	0.1323	occur in	outbreak
0.0252	0.9475	pressure	0.1323	has_property	oil
1.0	0.6106	guarantor	0.1323	want	landlord
1.0	0.8422	mysterious mayas	0.1323	be referred as	mayan
0.5749	0.8231	captains	0.1323	can be	libero
1.0	0.8613	when they are cut	0.1323	die	flower
0.002	0.9803	the kidneys	0.1323	affect	heart disease
0.0003	0.9335	cpu	0.1323	has_property	mouse
0.009	0.9017	quality of life	0.1323	affect	rheumatoid arthritis
0.0007	0.9388	city	0.1323	has_property	vice
0.0002	0.9412	red	0.1323	has_color	these
1.0	0.8694	syrupy in the freezer	0.1323	get	vodka
0.0002	0.8979	use	0.1323	can	mei
0.3639	0.8628	legal	0.1323	can become	dreamer
0.0071	0.9137	pain	0.1323	feel	chicken
1.0	0.8252	litter box	0.1323	eliminate outside	cat
0.656	0.8312	caps	0.1323	get	player
0.1816	0.9066	space	0.1323	be possible in	propulsion
0.0674	0.7455	gnash	0.1323	can	oxytocin
0.0044	0.9336	water	0.1323	react with	fluorine
0.0329	0.8595	acid reflex	0.1323	cause	pepper
0.3335	0.7898	hypokalemia	0.1323	lead to	diuretic
0.0007	0.8425	went	0.1323	has_property	mouse
0.1188	0.7313	mischievous	0.1323	has_property	raccoon
0.0015	0.9055	sleep	0.1323	has_property	tonsil
0.092	0.7561	waterloo	0.1323	has_property	draught
0.0001	0.9583	uk	0.1323	has_property	draught
1.0	0.9188	from the sun to the earth	0.1323	come	heat energy
1.0	0.7607	manufacturing process	0.1323	exist in	variation
0.1926	0.9124	play with	0.1323	be fun	toy
0.3073	0.8941	vodka	0.1323	be more expensive than	gin
0.3922	0.9226	sleep early	0.1323	go	chicken
0.011	0.9572	june	0.1323	has_property	tomato plant
0.004	0.8323	hip	0.1323	has_body_part	over-the-counter medicine
1.0	0.8111	double circulatory	0.1323	have	mammal
0.0649	0.8969	are poached	0.1323	has_property	mountain gorilla
0.3846	0.7716	2 stamps	0.1323	have	some letters
0.0006	0.854	twitter	0.1323	can	cro
1.0	0.6872	comparable	0.1323	use	appraiser
0.0003	0.9515	french	0.1323	be in	good time
0.0038	0.7995	list	0.1323	can	webpage
1.0	0.8319	hawaii	0.1323	occur in	volcanic eruption
0.0008	0.9097	play	0.1323	can	bull
0.0833	0.9093	to be cleaned	0.1323	need	solar panel
0.0037	1.0	zurich	0.1323	has_property	international organization
0.0005	0.9234	mph	0.1323	has_property	caterpillar
0.0009	0.8998	equal	0.1323	has_property	mouse
0.0004	0.9116	do	0.1323	has_property	budgie
0.0018	0.9036	blood pressure	0.1323	affect	hrt
0.6392	0.8165	different from softwood	0.1323	has_property	hardwood
0.0007	0.7794	fine	0.1323	can	dandelion
0.0337	0.8576	with conflict	0.1323	deal	libra
0.0004	0.8857	smell	0.1323	can	stile
0.0006	0.8303	pop	0.1323	can	tate
0.406	0.9304	on october 31	0.1323	has_property	halloween
0.0419	0.8114	sides	0.1323	switch	hockey team
0.0559	0.9032	entertainment	0.1323	be used in	animation
0.1488	0.6986	ethnocentrism	0.1323	avoid	speaker
1.0	0.8669	to the death of a child	0.1323	react	marquis
0.6279	0.8118	vertical lines	0.1323	have	nail
0.0002	0.8951	are	0.1323	can	sailboat
0.0514	0.962	2018	0.1323	be taxed in	ss benefits
0.0034	0.8304	glow	0.1323	can	sunlight
0.0012	0.7771	ipa	0.1323	has_property	mouse
0.0006	0.9004	ibm	0.1323	has_property	mouse
0.2371	0.7692	dripping	0.1323	keep	shower
0.0003	0.9146	not	0.1323	has_property	label
0.2174	0.8593	bad lighting	0.1323	have	room
0.015	0.9032	poisonous to dogs	0.1323	has_property	watermelon
1.0	0.8303	periods	0.1323	feel in	girl
1.0	0.8569	an advantage	0.1323	have	cox-2 inhibitor
0.5863	0.8693	drama	0.1323	be full of	high school
0.0016	0.8317	cry	0.1323	can	kid
0.0668	0.9734	us	0.1323	be important in	credit
0.0182	0.8943	rusty	0.1323	get	lettuce
0.0026	0.8319	stink	0.1323	can	ice
0.4709	0.6711	clear air passages	0.1323	help	sneezing
0.0004	0.9183	legal	0.1323	has_property	bailiff
0.2434	0.8428	implants	0.1323	be used in	silicon
0.0017	0.9548	zoo	0.1323	has_property	harpy eagle
0.0008	0.9443	food	0.1323	get	horseshoe crab
0.3354	0.7764	feet	0.1323	rub	baby
0.0009	0.8189	pan	0.1323	can	array
0.0296	0.8601	cracks	0.1323	have	cake
0.0008	0.9102	needed	0.1323	be	pony express
0.0902	0.9013	greater than 1	0.1323	can be	correlation coefficient
0.002	0.8676	dui	0.1323	has_property	mouse
0.0009	0.9067	birth	0.1323	give	bald eagle
1.0	0.88	churches	0.1323	differ from	cathedral
0.0004	0.9121	available	0.1323	has_property	antimicrobial
0.0003	0.8692	was	0.1323	can	vinegar
0.9075	0.8334	social media	0.1323	complain on	customer
1.0	0.863	occult considered	0.1323	be in	believer
0.103	0.6918	square dancing	0.1323	teach	elementary school
0.0831	0.9329	country	0.1323	benefit	natural resource
0.1589	0.8342	originally	0.1323	be made	root beer
0.0067	0.8974	liberal	0.1323	has_trait	henry
0.0003	0.9157	slow	0.1323	has_movement	fly
1.0	0.73	eligible for listing	0.1323	become	property
0.3258	0.857	organs	0.1323	become	group
0.0012	0.8078	bum	0.1323	can	lightbulb
0.0009	0.8022	slow	0.1323	can	lightbulb
0.0015	0.9539	chinese	0.1323	be in	charlie
0.001	0.8129	edible	0.1323	has_property	mouse
0.0016	0.8534	carl	0.1323	has_property	mouse
0.0004	0.9337	fps	0.1323	has_property	mouse
0.0096	0.6489	hypoallergenic	0.1323	has_property	mouse
0.089	0.8967	tissue	0.1323	be considered	blood cell
0.0007	0.8482	email	0.1323	can	miss
0.015	0.8762	up	0.1323	heat	charger
0.0884	0.7787	support	0.1323	play	female
0.0905	0.8036	banking	0.1323	can	phon
1.0	0.7367	weird scoring	0.1323	have	tennis
0.0	0.8758	work	0.1323	can	farsightedness
0.0096	0.8697	brush	0.1323	has_property	foundation
0.8201	0.7744	chess	0.1323	suck at	atheist
0.0002	0.945	money	0.1323	make	arena
0.0025	0.8709	aqueous	0.1323	has_property	mouse
0.0005	1.0	gcse	0.1323	has_property	mouse
0.0139	0.8754	dwelling	0.1323	has_property	mouse
0.0141	0.8068	nasty	0.1323	has_trait	mouse
0.0009	0.8969	rich	0.1323	has_property	mouse
0.0164	0.7453	elf	0.1323	has_property	mouse
0.8427	0.9085	digital circuits	0.1323	be used in	transistor
1.0	0.7551	solids	0.1323	flow through	electron
0.0004	0.8924	up	0.1323	can	sewing
0.0016	0.7829	dying	0.1323	can	plateau
0.0047	0.8889	bop	0.1323	has_property	pumpkin seed
0.0005	0.868	cpi	0.1323	has_property	pumpkin seed
0.0005	0.8796	get	0.1323	has_property	seagull
0.2	0.8238	eye spots	0.1323	have	tiger
0.0003	0.8772	lyrics	0.1323	can	strand
0.0004	0.8554	rhyme	0.1322	can	pebble
0.0003	0.8772	lyrics	0.1322	can	swede
0.0013	0.8882	escape	0.1322	can	swede
0.0009	0.8651	ejected	0.1322	can	swede
0.0007	0.881	cycle	0.1322	can	swede
0.1433	0.8434	oyster ed	0.1322	has_property	contour line
1.0	0.7416	actions	0.1322	coordinate	player
0.0031	0.8961	aerial	0.1322	has_property	mouse
0.003	0.8215	nyse	0.1322	has_property	mouse
0.0004	0.8561	phd	0.1322	has_property	mouse
0.0038	0.8771	rcmp	0.1322	has_property	mouse
0.0047	0.8027	pdt	0.1322	has_property	mouse
0.0003	0.9519	pd	0.1322	has_property	mouse
0.001	1.0	nkjv	0.1322	has_property	mouse
0.024	0.9002	smog	0.1322	has_property	mouse
0.0007	0.8844	sgt	0.1322	has_property	mouse
0.0007	0.9379	gym	0.1322	has_property	mouse
0.0008	0.9206	rpm	0.1322	has_property	mouse
0.0055	0.8504	lubricated	0.1322	has_property	mouse
0.0006	0.9399	lgbt	0.1322	has_property	mouse
0.0003	1.0	iud	0.1322	has_property	mouse
0.0021	0.8862	iodine	0.1322	has_property	mouse
0.0024	0.8633	aired	0.1322	has_property	mouse
0.2566	1.0	hhmi	0.1322	has_property	mouse
0.0007	1.0	gzsz	0.1322	has_property	mouse
0.045	0.7856	gyros	0.1322	has_property	mouse
0.0008	0.8994	gmt	0.1322	has_property	mouse
0.0008	0.8687	ghosted	0.1322	has_property	mouse
0.0009	1.0	fnaf	0.1322	has_property	mouse
0.0012	1.0	fjallraven	0.1322	has_property	mouse
0.0008	0.8692	fcc	0.1322	has_property	mouse
0.0006	0.9402	ebay	0.1322	has_property	mouse
0.0004	0.8883	cnn	0.1322	has_property	mouse
0.0008	0.8541	cctv	0.1322	has_property	mouse
1.0	1.0	bnsp	0.1322	has_property	mouse
0.0006	1.0	bsa	0.1322	has_property	mouse
0.0023	1.0	aylesbury	0.1322	has_property	mouse
0.0049	0.9135	autoimmune	0.1322	has_property	mouse
0.0031	0.8961	aerial	0.1322	has_property	mouse
0.0015	0.8725	ruby	0.1322	has_color	mouse
0.0013	0.9037	cal	0.1322	has_property	sugar
1.0	0.777	precooking	0.1322	say	nest
1.0	0.8533	an important part of evolutionary history	0.1322	has_property	extinction
0.0003	0.9387	go	0.1322	has_property	swap
1.0	0.8592	in certain areas of the northeast	0.1322	grow	grape
0.5653	0.759	coffin	0.1322	bow at	funeral director
0.0	0.8758	work	0.1322	can	tightness
0.0262	0.8793	weight	0.1322	put on	basketball player
0.0453	0.8677	social justice issue	0.1322	has_property	homelessness
0.0001	0.9463	different	0.1322	has_property	bacteriophage
0.0007	0.8482	email	0.1322	can	export
0.0133	0.9226	longer	0.1322	has_property	bond
0.0003	0.8772	lyrics	0.1322	can	hound
0.1773	0.8297	luke	0.1322	be in	good samaritan
0.0001	0.9451	bad	0.1322	has_property	coal oil
0.0011	0.8911	purple	0.1322	has_color	black
0.6467	0.8371	jealous	0.1322	feel	human
1.0	0.8665	deadly to the environment	0.1322	be	methane
0.0569	0.8246	severe	0.1322	has_property	weather
0.5307	0.7614	lent	0.1322	cover statues during	church
0.0608	0.8215	neck	0.1322	can	sore
0.0003	0.9451	green	0.1322	has_color	sunflower seed
0.0001	0.8827	jump	0.1322	can	plexiglas
0.5761	0.9052	most water	0.1322	absorb	sponge
0.0001	0.9111	vegan	0.1322	has_diet	textbook
0.0374	0.9165	stellar	0.1322	work is in	federation
1.0	0.8909	dusk	0.1322	go at	crow
0.0255	0.8946	trees	0.1322	can	dea
0.1585	0.7943	motherboard	0.1322	be connected to	hard drive
1.0	0.8703	sports	0.1322	be counted in	statistic
0.4768	0.8764	bread making	0.1322	be important in	flour
0.838	0.8596	water	0.1322	be allergic to	electricity
1.0	0.7887	diastolic blood pressure treated	0.1322	has_property	high
0.0004	0.8369	types	0.1322	can	pad
0.3097	0.8675	load	0.1322	be to	outlook
0.0029	0.8457	watch	0.1322	can	coma
0.0003	0.9446	use	0.1322	has_property	home equity loan
0.0054	0.9282	into the body	0.1322	get	biohazard
0.0023	0.9547	treated	0.1322	can	ringworm
1.0	0.7777	downwards	0.1322	fall	thing
0.0031	0.7919	hi	0.1322	has_property	abies
0.4692	0.8252	atmosphere	0.1322	be absorbed by	microwave
1.0	0.8829	tamagochi world	0.1322	be rare in	female
0.0004	0.8554	rhyme	0.1322	can	thermometer
1.0	0.9479	work important in schools	0.1322	has_property	team
0.0002	0.8979	use	0.1322	can	shoelace
0.0005	0.8942	sweet	0.1322	has_trait	adderall pills
1.0	0.7029	pm questions	0.1322	stand up during	mp
0.0001	0.9236	working	0.1322	has_property	fridge
1.0	0.7405	sleeping	0.1322	hump	baby
0.0006	0.8533	identify	0.1322	can	mucus
1.0	0.8506	music	0.1322	be known for	nashville
1.0	0.743	listening to hinder	0.1322	can stand	anybody
0.3656	0.8616	to pneumonia	0.1322	turn	flu
0.0	0.8758	work	0.1322	can	amylase
0.0129	0.9205	important in a story	0.1322	has_property	simile
0.0003	0.8772	lyrics	0.1322	can	sweet
0.0415	0.8678	sticky	0.1322	go	orchid
0.0014	0.9439	environment	0.1322	adapt to	conifer
0.128	0.8858	accent	0.1322	can	scottish
0.2537	0.8756	baths	0.1322	take together	couple
0.0029	0.7667	oscillating	0.1322	has_property	nut
0.0703	0.9112	ice baths	0.1322	have	runner
0.0006	0.8536	air	0.1322	can	undertaker
0.0066	0.8921	independent	0.1322	has_trait	federal reserve
1.0	0.8345	girls with blonde hair with skin	0.1322	go after	guy
0.0295	0.8788	infection	0.1322	cause	bullet
0.0008	0.9443	food	0.1322	get	chinchilla
0.0057	0.872	itchy	0.1322	get	bird
0.403	0.8523	benzene	0.1322	be soluble in	naphthalene
0.0007	0.8653	out	0.1322	can	robot
0.5622	0.9111	between neurons	0.1322	has_property	synapse
1.0	0.8356	a layer of fat	0.1322	store	walrus
0.5945	0.9135	president	0.1322	can be	foreigner
0.117	0.9381	two chambered heart	0.1322	have	shark
0.0564	0.8524	garden	0.1322	help	earthworm
1.0	0.7392	pro work	0.1322	reject	pest
0.0192	0.8094	rust	0.1322	remove	soda
1.0	0.8488	used in ballet	0.1322	can	space
0.0685	0.8087	the world began	0.1322	believe	christian
0.0203	0.9114	california	0.1322	be expensive in	property
1.0	0.7721	towed away	0.1322	get	car
1.0	0.8498	one eye	0.1322	squint	cat
1.0	0.8414	brown after slicing	0.1322	turn	apple
1.0	0.6773	gondolas	0.1322	use	tourist
0.0005	0.9429	get	0.1322	can	statin
0.0039	1.0	fh4	0.1322	has_property	restriction endonuclease
0.003	0.8371	utilized	0.1322	has_property	restriction endonuclease
0.0059	0.9467	units	0.1322	has_property	restriction endonuclease
0.0073	0.8707	transported	0.1322	has_property	restriction endonuclease
0.0008	1.0	tquk	0.1322	has_property	restriction endonuclease
0.0022	0.9232	tom	0.1322	has_property	restriction endonuclease
0.0004	0.8747	tnt	0.1322	has_property	restriction endonuclease
0.002	0.9205	smaller	0.1322	has_property	restriction endonuclease
0.001	0.9266	mpg	0.1322	has_property	restriction endonuclease
0.0071	0.8517	mixed	0.1322	has_property	restriction endonuclease
0.0068	0.8126	worked	0.1322	has_property	restriction endonuclease
0.0189	0.6571	irradiated	0.1322	has_property	restriction endonuclease
0.0002	0.8575	ignored	0.1322	has_property	restriction endonuclease
0.0134	0.8461	guidelines	0.1322	has_property	restriction endonuclease
0.0039	1.0	fh4	0.1322	has_property	restriction endonuclease
0.0031	0.8925	mango	0.1322	has_property	restriction endonuclease
0.017	0.8456	classification	0.1322	has_property	restriction endonuclease
0.0002	0.9414	black	0.1322	has_color	restriction endonuclease
0.0011	0.9381	leg	0.1322	has_body_part	howler monkey
0.0045	0.812	ionized	0.1322	has_property	howler monkey
0.0004	0.8915	belts	0.1322	has_property	howler monkey
0.0011	0.8238	ibiza	0.1322	has_property	howler monkey
0.0112	0.9243	harmful	0.1322	can	eyelash
0.1403	0.7777	currency	0.1322	use stamps as	inmate
0.0006	0.9613	ireland	0.1322	has_property	horror
0.0077	0.8585	sp	0.1322	has_property	taurus
0.0034	0.8638	scream	0.1322	can	athlete
0.1344	0.9366	australia	0.1322	be issue in	unemployment
0.0008	0.9308	look	0.1322	can	beetle
0.0626	0.8838	loans	0.1322	get	developer
0.0004	0.8369	types	0.1322	can	wiggle
0.0007	0.8453	sum	0.1322	can	wiggle
0.0003	0.8772	lyrics	0.1322	can	pointer
0.011	0.8913	heads	0.1322	shake	animal
1.0	0.8051	pictures of ids	0.1322	take	bar
0.0006	0.9453	box	0.1322	can	sewing
0.0051	0.9201	learn	0.1322	can	archaeologist
0.0031	0.9126	symptoms	0.1322	has_property	whooping cough
0.2593	0.7881	famous for marzipan	0.1322	has_property	lubeck
0.0004	0.8933	mnemonic	0.1322	has_property	bollywood
0.0003	0.8959	hurt	0.1322	can	vibration
0.0102	0.8153	hand	0.1322	has_body_part	using
0.0076	0.8923	big eyes	0.1322	have	baby animals
0.7079	0.8754	exercise	0.1322	get after	leg
0.1918	0.9443	purify water	0.1322	help	wetland
1.0	0.8834	hydrogen bond	0.1322	can form	aldehyde
1.0	0.8273	diseases	0.1322	suffer from	ragpicker
0.0007	0.8967	kill	0.1322	can	ricin
1.0	0.8633	foil blankets	0.1322	have	runner
0.0024	0.8085	query	0.1322	can	over
0.0012	0.9443	classified	0.1322	has_property	field crop
0.0007	0.8653	out	0.1322	can	fridge
1.0	0.7011	pursuit of happiness	0.1322	be misspelled in	happiness
0.0001	0.8827	jump	0.1322	can	pap smear
1.0	0.9227	sleep	0.1322	move during	eye
0.0004	0.8613	age	0.1322	can	undertaker
1.0	0.867	ghost city	0.1322	has_property	detroit
0.0008	0.8852	yield	0.1322	can	coupon
0.0004	0.8754	speed	0.1322	can	plexus
0.0004	0.8329	squeak	0.1322	can	plexus
0.0007	0.9054	snow	0.1322	can	plexus
0.0011	0.9034	hibernate	0.1322	can	plexus
0.0028	0.9735	canada	0.1322	be important to	james naismith
0.0001	0.9389	made	0.1322	be	bone
0.7025	0.7538	backstop	0.1322	need	eu
0.0005	0.8214	squeeze	0.1322	can	thermometer
0.0003	0.8772	lyrics	0.1322	can	thermometer
0.0009	0.8488	awake	0.1322	can	thermometer
1.0	0.7782	prunes	0.1322	turn into	plum
0.1028	0.7821	flickering	0.1322	keep	tv
0.0037	0.9486	liquid	0.1322	has_property	alkane
1.0	0.7418	night	0.1322	intensify at	hurricane
0.0008	0.8646	act	0.1322	can	hyperthyroidism
0.0005	0.884	ice	0.1322	can	coma
0.0106	0.8842	venice	0.1322	be in	sewage work
1.0	0.817	soil	0.1322	spread lime on	farmer
1.0	0.6854	a high value on beauty	0.1322	place	society
0.018	0.9072	pregnant	0.1322	can get	drug addict
0.0197	0.9185	afraid of water	0.1322	has_property	monkey
0.3515	0.8896	air	0.1322	be better than	nitrogen
0.0186	0.8976	important to california	0.1322	has_property	yosemite national park
1.0	0.7279	stuttering	0.1322	treat	speech therapist
0.6655	0.8655	similar to roots	0.1322	has_property	rhizoid
0.0336	0.8955	wipe	0.1322	can	quadriplegic
0.001	0.8783	com	0.1322	has_property	growth factor
0.0003	0.877	cut	0.1322	can	stent
1.0	0.8628	chicago	0.1322	be delayed in	flight
0.0006	0.8212	snap	0.1322	can	galaxy
0.0461	0.8132	fort	0.1322	can	red
0.0009	0.8189	pan	0.1322	can	sheep
0.1017	0.8461	criminal minds	0.1322	leave	jason gideon
0.0016	0.7829	dying	0.1322	can	bunko
0.0069	0.8113	band	0.1322	can	bunko
0.0013	0.8836	talk	0.1322	can	bunko
0.0013	0.8836	talk	0.1322	can	bunko
0.0025	0.8376	skip	0.1322	can	bunko
0.0095	0.8771	smuggles	0.1322	can	bunko
0.0005	0.8762	pig	0.1322	can	bunko
0.0007	0.8702	migrate	0.1322	can	bunko
0.3197	0.6919	lug	0.1322	can	bunko
0.0064	0.8523	land	0.1322	can	bunko
0.0006	0.8821	had	0.1322	can	bunko
0.0061	0.854	ink	0.1322	can	bunko
0.0005	0.8077	ghost	0.1322	can	bunko
0.0005	0.9429	get	0.1322	can	bunko
0.0003	0.8555	fee	0.1322	can	bunko
0.0015	0.84	ask	0.1322	can	bunko
0.0003	0.877	cut	0.1322	can	bunko
0.1192	0.9421	extra money	0.1322	make	professor
0.0004	0.8613	age	0.1322	can	vishnu
0.0012	0.8692	develop	0.1322	can	bipolar disorder
1.0	0.7337	heads	0.1322	put underground	ostrich
1.0	0.8175	day	0.1322	stretch out throughout	jean
0.162	0.9443	beer	0.1322	can drink	vegetarian
0.0142	0.9489	nfl	0.1322	work in	franchise tag
0.0299	0.9171	room temperature	0.1322	be liquid at	fat
0.2732	0.8587	spain	0.1322	go	tourist
0.8977	0.8456	headache	0.1322	be in	caffeine
0.2862	0.7333	open	0.1322	pop	banana
0.652	0.7585	non living	0.1322	classify viruses as	biologist
1.0	0.7795	humanists	0.1322	be important to	happiness
1.0	0.8041	the sun	0.1322	resemble	jupiter
0.0982	0.8896	human behavior	0.1322	influence	circadian rhythm
0.8432	0.8961	premature babies	0.1322	be given to	caffeine
0.0142	0.8615	star	0.1322	can	pas
0.0147	0.9622	in real life	0.1322	can be used	sequence
1.0	0.8156	tips	0.1322	pay	restaurant
0.0007	0.881	cycle	0.1322	can	photon
0.0014	0.9499	iron	0.1322	has_property	fossil
1.0	0.6813	epicenter	0.1322	relate to	focus
0.4631	0.8267	plants	0.1322	be synthesized in	polysaccharide
1.0	0.7294	the ages of an incoming animal	0.1322	tell	shelter
0.0005	0.8762	pig	0.1322	can	front
0.0209	0.8396	selling	0.1322	has_property	tablet
0.6603	0.8382	vectors of disease	0.1322	has_property	bat
0.0003	0.8372	twitch	0.1322	can	elf
0.0019	0.8245	tag	0.1322	can	elf
0.0004	0.8329	squeak	0.1322	can	elf
0.0452	0.8922	hind legs	0.1322	stand on	meerkat
1.0	0.7637	after flying	0.1322	swell	ankle
0.0003	0.8772	lyrics	0.1322	can	lightning
0.0076	0.875	take	0.1322	can	gas
0.0659	0.905	genes	0.1322	affect	chromosome
1.0	0.6611	change paul st rebel	0.1322	resist	employee
0.0011	0.8963	queen	0.1322	has_property	mourning dove
0.2307	0.8082	development	0.1322	relate to	culture
0.0953	0.8174	cosmos	0.1322	has_property	moth
0.4116	0.8435	crow	0.1322	be vs	blackbird
0.053	0.9298	england	0.1322	come	swallow
0.0005	0.8517	belts	0.1322	can	venezuela
0.4524	0.788	storms	0.1322	deal with	cargo ship
1.0	0.7729	unite	0.1322	did fail	compromise
0.0	0.8758	work	0.1322	can	compulsiveness
0.0101	0.9043	writing	0.1322	be important in	format
0.0001	0.9492	illegal	0.1322	has_property	howler monkey
0.0003	0.8372	twitch	0.1322	can	wiggle
0.0004	0.8857	smell	0.1322	can	wiggle
0.0004	0.8698	itch	0.1322	can	wiggle
0.5454	0.8257	cry	0.1322	pretend	toddler
0.2079	0.933	cancer warnings	0.1322	have	guitar
0.0962	0.9283	in over watch	0.1322	work	medal
1.0	0.7577	icy	0.1322	become first	bridge
0.3324	0.8126	google classroom	0.1322	use	student
0.0003	0.8959	hurt	0.1322	can	compress
0.0004	0.9267	paid	0.1322	get	choir
0.0008	0.8029	rat	0.1322	can	pest
1.0	0.7428	pile	0.1322	run into	football player
0.0004	0.8369	types	0.1322	can	ill
1.0	0.8882	proof of deposit	0.1322	ask for	estate agent
0.1223	0.8492	a problem in hawaii	0.1322	has_property	mongoose
0.0003	0.806	put	0.1322	can	everything
0.0003	0.8738	happen	0.1322	can	priapism
1.0	0.8031	on 2 wheels	0.1322	drive	saudi
0.0008	0.8249	idle	0.1322	can	wetland
0.0004	0.8698	itch	0.1322	can	wetland
0.0005	0.8517	belts	0.1322	can	wetland
0.1864	0.8509	chains underneath	0.1322	have	bus
0.0003	0.9253	vs	0.1322	has_property	insulin
1.0	0.8267	doctor strange	0.1322	be in	thor
0.0281	0.915	us	0.1322	can affect	plastic
0.0012	0.8692	develop	0.1322	can	arteriosclerosis
0.0022	0.9139	bigger	0.1322	get	forehead
1.0	0.9544	to be handled	0.1322	be	secret
1.0	0.7501	lord shiva	0.1322	may stand on	kali
1.0	0.8117	sarcoma	0.1322	differ from	carcinoma
0.0004	0.8754	speed	0.1322	can	grass
1.0	0.9091	europe	0.1322	be much cheaper in	wine
0.0142	0.9499	important in judaism	0.1322	has_property	study
1.0	0.9106	ms project	0.1322	work in	predecessor
1.0	0.8889	like a business	0.1322	has_property	healthcare
0.0014	0.9746	world	0.1322	be in	keeper
1.0	0.8533	best power	0.1322	has_property	speed
1.0	0.8946	dna in humans	0.1322	differ from	dna
1.0	0.9038	on a credit card	0.1322	be calculated	interest
1.0	0.8657	now	0.1322	have ptsd	everyone
1.0	0.8246	land forms	0.1322	change both negatively	human being
0.0028	0.9039	lap	0.1322	has_property	seagull
0.0021	0.9356	ex	0.1322	has_property	microsoft
0.0101	0.8486	predators	0.1322	avoid	mouse
0.7892	0.8288	modernism	0.1322	be different from	postmodernism
0.0587	0.9055	jaws	0.1322	has_property	crocodylia
0.0168	0.8267	curse	0.1322	can	anima
1.0	0.866	different types of stock	0.1322	have	company
0.0141	0.9405	the world	0.1322	impact	hinduism
1.0	0.7202	dollars	0.1322	equate to	mile
1.0	0.9	used in english	0.1322	can	symbol
0.0037	0.887	tickets	0.1322	can	mariner
0.0007	0.881	cycle	0.1322	can	spit
1.0	0.8321	ice tubs	0.1322	use	athlete
0.0884	0.8878	us grow	0.1322	help	challenge
0.7809	0.8509	celsius	0.1322	be warmer than	fahrenheit
0.2473	0.92	important in the cold war	0.1322	be	jfk
0.0004	0.8924	up	0.1322	can	jag
0.6236	0.8743	high in montana	0.1322	has_property	suicide
1.0	0.8611	to examine the thyroid gland	0.1322	be used	gamma radiation
0.0032	0.9489	excel	0.1322	be in	multiple regression
1.0	0.7949	truncates	0.1322	be called	urochordate
0.0005	0.9117	yet	0.1322	has_time	jordan almond
0.4532	0.8138	more romantic	0.1322	can be	long term relationships
1.0	0.8405	squats	0.1322	get after	leg
0.1053	0.8879	to london	0.1322	go	dracula
0.4165	0.8912	role models	0.1322	can be	teacher
0.2597	0.8084	europe	0.1322	decline in	birth rate
1.0	0.8773	anise	0.1322	happen in	nosebleed
0.0004	0.8613	age	0.1322	can	predator
1.0	0.7392	wind	0.1322	adjust for	sniper
1.0	0.7705	flat when baking	0.1322	go	cookie
0.0022	0.8527	pr	0.1322	has_property	sir isaac newton
0.8302	0.8579	synthetic oil	0.1322	use	car
1.0	0.8676	romance	0.1322	be city of	paris
1.0	0.8385	pregnancy	0.1322	smell worse during	fart
