subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
zoo keeper	train	lions	0.0388	0.8288	1.0
macho	has_property	bad	0.0388	0.9451	0.0
doll	has_property	aesthetic	0.0388	0.8792	0.0002
chavez	criticized	governor deukmejian	0.0388	0.7027	1.0
utilitarianism	has_property	tea	0.0388	0.9543	0.0005
tragedy	has_property	song	0.0388	0.9027	0.0005
right	has_property	box	0.0388	0.9442	0.0002
mvp	be calculated in	pub	0.0388	0.8413	0.2402
wonder	has_property	app	0.0388	0.9486	0.0004
yeast	be significant in	health care	0.0388	0.9271	0.3649
warmer	has_movement	running	0.0388	0.9358	0.0002
ssl	has_property	keystone	0.0388	0.9079	0.0498
venerator	has_property	zoomed in	0.0388	0.9485	0.0011
pi	has_property	everywhere	0.0388	0.9479	0.0006
bubble	has_property	created	0.0388	0.9362	0.0001
hughes	call	justice blind goddess	0.0388	0.7125	1.0
citizen	can participate in	monarchy	0.0388	0.8172	1.0
flute	has_property	identified	0.0388	0.9425	0.0002
stool	turn during	pregnancy	0.0388	0.9032	0.0679
foreigner	has_property	from	0.0388	0.9562	0.0013
cinderella	have	father	0.0388	0.9293	0.0258
high school	has_property	eyewitness	0.0388	0.7978	0.2685
hairline	has_property	saturated	0.0388	0.8287	0.0073
soma	show up on	drug test	0.0388	0.9686	0.0213
muscle contraction	depend upon	motor units	0.0388	0.749	1.0
bacterium	be classified	two large classes	0.0388	0.7974	1.0
widow	has_property	win	0.0388	0.8801	0.0008
thing	be determined	like winning lottery numbers	0.0388	0.7984	1.0
cancer	be called	oncology	0.0388	0.9216	1.0
kingston	has_property	royal	0.0388	0.9043	0.0041
glacier	change	earth 's surface	0.0388	0.9838	0.0126
beaver	has_property	airing	0.0388	0.8633	0.0024
dilation	has_property	different from rigid transformations	0.0388	0.783	0.6401
bully	has_property	stick	0.0388	0.9267	0.0107
attachment	say	fake path	0.0388	0.6922	1.0
high school	has_property	ethical	0.0388	0.9112	0.0003
fill	be grade in	in photo shop	0.0388	0.9234	0.1587
ibuprofen	be eliminated	from the body	0.0388	0.8947	0.0095
execution	can	work	0.0388	0.9421	0.0
octavian	has_color	yellow	0.0388	0.9462	0.0
ionic bond	be considered in	living organisms	0.0388	0.924	1.0
nephrotoxin	has_property	cpu	0.0388	0.964	0.0001
nashville	has_property	ira	0.0388	0.9214	0.0007
uv	affect	plants	0.0388	0.9749	0.0009
espresso	be served with	sparkling water	0.0388	0.9039	1.0
bering	has_color	yellow	0.0388	0.9462	0.0
birth rate	has_property	turkey	0.0388	0.9525	0.0038
repetition	has_property	awarded	0.0388	0.9449	0.0003
repetition	has_property	aquatic	0.0388	0.946	0.0001
repetition	has_property	activities	0.0388	0.92	0.0063
pitch	differ from	tuning system	0.0388	0.866	1.0
lake okeechobee	has_property	drained	0.0388	0.894	0.0091
elephant	abandon	offspring	0.0388	0.7544	0.3404
mate	has_property	rhyme	0.0388	0.8905	0.0005
tripping	has_property	tlumacz	0.0388	1.0	0.0004
compromise	be significant to	success of nation	0.0388	0.7961	1.0
everyone	want	to chill	0.0388	0.8318	1.0
reproduction	be such vital part of	life	0.0388	0.9072	1.0
average	has_property	pa	0.0388	0.9447	0.0001
mineral	has_property	uv	0.0388	0.8673	0.0022
coral reef	rain	forests	0.0388	0.9344	1.0
sunderland	get cheated in	premier league	0.0388	0.8135	1.0
niagara	created	electricity	0.0388	0.894	1.0
farmer	buy nitrogen	lay on ground	0.0388	0.8099	1.0
carbonated water	has_property	ten	0.0388	0.9069	0.0011
carbonated water	has_color	brown	0.0388	0.9258	0.0002
patty mayo	has_property	legal	0.0388	0.9417	0.0001
terminology	be important for	history	0.0388	0.9669	0.6268
whale	migrate from	antarctica	0.0388	0.9292	1.0
landing	has_place	up	0.0388	0.9414	0.0001
dow-jones industrial average	has_property	euro	0.0388	0.9601	0.0013
dow-jones industrial average	has_time	just	0.0388	0.9413	0.0011
charlie	be in	hospital perks wallflower	0.0388	0.668	1.0
business	issue	stock certificates	0.0388	0.8241	1.0
socialisation	has_property	ironing	0.0388	0.8222	0.0027
mess	has_property	rap	0.0388	0.9486	0.0009
gilgamesh	has_property	was	0.0388	0.9496	0.0001
nativity	has_property	win	0.0388	0.8801	0.0008
propylthiouracil	be used	to treat hyperthyroidism	0.0388	0.902	1.0
quebec	speak	two languages	0.0388	0.9352	0.2613
infection	has_property	with corynebacterium spy. similar	0.0388	0.8265	1.0
disgust	has_property	an emotion in inside out	0.0388	0.817	1.0
forensics	has_property	similar	0.0388	0.9394	0.0001
warfarin	has_property	ulcers	0.0388	0.9103	0.0266
ix	has_property	deprecated	0.0388	0.6902	0.1125
pepperoni	has_property	spicy	0.0388	0.8916	0.0013
compromise	relate to	civil war	0.0388	0.8859	0.1377
commissioner	obtain	position	0.0388	0.7869	1.0
man	see	breasts	0.0388	0.8908	1.0
jasper	die on	100	0.0388	0.9649	0.2403
alliterator	has_trait	mean	0.0388	0.9459	0.0004
hannibal	have	nice cell	0.0388	0.8293	1.0
nun	has_trait	good	0.0388	0.9469	0.0
heparin	be contraindicated in	hypertension	0.0388	0.9489	0.112
red-green color blindness	has_property	gap	0.0388	0.8934	0.0004
red-green color blindness	has_property	cbc	0.0388	0.8358	0.0001
scream	has_property	iconic	0.0388	0.9194	0.0002
antenna	need	grounded	0.0388	0.9274	0.0284
ulna	can	exist	0.0388	0.8994	0.0001
chaucer	feel about	pardoner	0.0388	0.9299	1.0
pleurisy	get	diagnosed	0.0388	0.9049	0.0035
united states post office	has_property	laws	0.0388	0.8837	0.0011
felony	has_property	afc	0.0388	0.9173	0.0004
calico cat	has_property	multicolored	0.0388	0.7455	0.1218
spanking	has_property	painful	0.0388	0.9073	0.0002
medicaid	do	home visits	0.0388	0.889	0.0108
deductible	has_property	met	0.0388	0.9333	0.0002
relax	has_property	no	0.0388	0.9137	0.0002
human	feel	exhausted after sobbing	0.0388	0.7425	1.0
globe	has_property	unpopular now	0.0388	0.9434	1.0
company	dispose of	computer hardware	0.0388	0.6865	1.0
irrawaddy dolphin	has_property	endangered	0.0388	0.9512	0.0001
masque	relate to	romanticism	0.0388	0.8078	0.0571
peril	has_property	insurance	0.0388	0.9312	0.0038
glove	has_property	trained	0.0388	0.9139	0.0053
caboose	can	mean	0.0388	0.8744	0.0001
kitchen	has_property	if	0.0388	0.8882	0.0002
basement	has_property	made	0.0388	0.9403	0.0
risk	be important to	insurance business	0.0388	0.9101	1.0
amyloid	has_property	toxic to cells	0.0388	0.8798	0.0177
sanity	have	eclipse work	0.0388	0.9141	1.0
nevada	have	economy	0.0388	0.9007	0.0062
hr	be involved in	strategy formulation	0.0388	0.7804	1.0
k2	has_property	the hardest mountain to climb	0.0388	0.8126	1.0
boom	has_property	pop	0.0388	0.9423	0.0002
foundation	can	quarter	0.0388	0.7814	0.0054
weather	usually become	cool	0.0388	0.7633	1.0
landslide	has_movement	ahead	0.0388	0.9362	0.0001
castor-oil plant	has_property	sea	0.0388	0.9451	0.0003
hobby	has_place	away	0.0388	0.938	0.0001
iron	has_property	too high	0.0388	0.921	0.025
foreigner	come	south africa	0.0388	0.9102	0.0612
odin	want	rates dead	0.0388	0.8032	1.0
wall	keep out	white walkers	0.0388	0.7942	1.0
chimpanzee	be	migratory	0.0388	0.7564	0.2562
mentation	has_property	justified	0.0388	0.8834	0.0002
constitution	need	amended	0.0388	0.8694	1.0
cloud	form well above	ground	0.0388	0.8308	1.0
crutch	has_property	dead	0.0388	0.9491	0.0002
human body	maintain	homeostasis in cold weather	0.0388	0.7623	1.0
employee	cope	with management bullying in the workplace	0.0388	0.8031	1.0
ghee	has_property	go	0.0388	0.9403	0.0001
united states air force	has_property	attack	0.0388	0.9499	0.0021
archaeologist	compare bones from	different time periods	0.0388	0.7549	1.0
mess	has_property	svenska	0.0388	1.0	0.0002
log	has_property	legendary	0.0388	0.8207	0.0119
centripetal force	has_property	two	0.0388	0.9539	0.0003
puck	has_property	die	0.0388	0.9522	0.0011
scientist	prefer moment magnitude scale to	richer scale	0.0388	0.7698	1.0
bmx riders	take off	brakes	0.0388	0.8022	1.0
survivor	has_time	yet	0.0388	0.9117	0.0002
ribose	become	deoxyribose	0.0388	0.9083	1.0
national park	need	protecting	0.0388	0.8768	0.0275
maintenance	be calculated in	ireland	0.0388	0.8701	0.0797
touchline	has_property	made	0.0388	0.9403	0.0
anthrax	can	exist	0.0388	0.8994	0.0001
chess	be separated by	gender	0.0388	0.8369	0.0225
weapon	be	bad	0.0388	0.9451	0.0
earthquake	has_property	managed	0.0388	0.8811	0.0038
death	be overwhelmed in	1942	0.0388	0.7832	1.0
dripping	has_property	emory	0.0388	0.8779	0.0009
dripping	has_property	psychology	0.0388	0.9501	0.0008
dripping	has_property	oeuvres	0.0388	0.6915	0.0185
dripping	has_property	gui	0.0388	0.9222	0.0005
dripping	has_property	ignored	0.0388	0.9374	0.0001
dripping	has_property	bzou	0.0388	1.0	0.493
dripping	has_property	typography	0.0388	0.8168	0.0994
cheddar cheese	has_trait	good	0.0388	0.9469	0.0
wetland	can	occur	0.0388	0.8906	0.0001
calendar	has_property	made	0.0388	0.9403	0.0
chicken breeds	has_property	gerald	0.0388	0.9074	0.0209
tub	has_property	made	0.0388	0.9403	0.0
stealth	has_property	obsolete	0.0388	0.9473	0.0004
maya	relate to	hinduism	0.0388	0.8681	0.0162
ingrown hair	keep	growing	0.0388	0.9129	0.0038
pollution	has_property	iowa	0.0388	0.9524	0.0003
migration	has_property	act	0.0388	0.938	0.0006
new hampshire	has_property	specs	0.0388	0.8991	0.0328
spat	has_property	bad	0.0388	0.9451	0.0
ecology	be regarded as	interdisciplinary science	0.0388	0.877	1.0
cooker	has_property	made up of metals	0.0388	0.9212	0.0576
grounding	has_property	important when wiring a house	0.0388	0.8038	1.0
homo	erect	differ from modern humans	0.0388	0.8351	1.0
dc	unlocked	work	0.0388	0.8448	1.0
mom	pass on	jewish religion	0.0388	0.8106	1.0
fish	has_property	iucn	0.0388	1.0	0.0013
ampicillin	affect	cold	0.0388	0.7841	0.0205
prefect	has_property	aquarius	0.0388	1.0	0.0002
maintenance	be important for	car	0.0388	0.9645	0.248
macy	have	wallet work	0.0388	0.818	0.5085
interceptor	has_property	zero based	0.0388	0.8474	0.0388
tennessee	has_property	the 4th worst state to live in	0.0388	0.9056	1.0
bacillus	differ from	vibrato	0.0388	0.7997	1.0
extinguisher	has_trait	good	0.0388	0.9469	0.0
feedback	has_property	critical to the communications process	0.0388	0.8638	1.0
huckleberry finn	has_time	new	0.0388	0.9331	0.0002
prion	be resistant to	antimicrobial agents	0.0388	0.8348	1.0
new york	have	steam vents	0.0388	0.8542	0.5267
great barrier reef	has_time	old	0.0388	0.9345	0.0001
descartes	understand	god 's creation	0.0388	0.8848	1.0
vote	has_property	bias	0.0388	0.8896	0.0125
corporation	have limited	liability	0.0388	0.7821	0.4813
bleach	be	alike	0.0388	0.8898	0.0001
tequila	has_property	aqua	0.0388	0.9388	0.0005
diffusion	be important for	cells	0.0388	0.9718	0.0148
zambia	have	high birth rate	0.0388	0.9608	0.0178
ethernet	has_property	access	0.0388	0.9449	0.0042
carbon	be different from	elements	0.0388	0.9692	0.0522
thing	need	lightweight in space	0.0388	0.8058	1.0
bond	has_property	broken	0.0388	0.9421	0.0008
recess	has_property	watch	0.0388	0.9442	0.0001
lien	get	removed	0.0388	0.8583	0.0028
individual	has_property	responsible for health promotion	0.0388	0.845	0.6415
water	kill	inklings	0.0388	0.7018	1.0
thomas edison	has_property	mexican	0.0388	0.9594	0.0092
meteorite	has_property	xenoblade	0.0388	1.0	0.0008
plum	has_property	alive	0.0388	0.9547	0.0
plum	has_property	aquatic	0.0388	0.946	0.0001
britain	has_time	now	0.0388	0.9371	0.0001
nit	have	eggs	0.0388	0.9182	0.0031
poop	has_property	two tone	0.0388	0.9046	1.0
vegetable	remain for	few days	0.0388	0.8702	1.0
human genome project	has_property	american	0.0388	0.9488	0.0002
human genome project	has_property	art	0.0388	0.9415	0.0001
groundhog	has_property	aesthetic	0.0388	0.8792	0.0002
groundhog	has_property	iron	0.0388	0.9511	0.0004
groundhog	has_property	iowa	0.0388	0.9524	0.0003
groundhog	has_property	ammonia	0.0388	0.9512	0.0344
groundhog	has_property	density	0.0388	0.8944	0.0695
groundhog	has_property	iconic	0.0388	0.9194	0.0002
groundhog	has_property	idle	0.0388	0.8291	0.0001
groundhog	has_property	belts	0.0388	0.9536	0.0001
groundhog	has_property	ignored	0.0388	0.9374	0.0001
groundhog	has_property	inks	0.0388	0.8701	0.0052
groundhog	has_effect	itchy	0.0388	0.915	0.0001
groundhog	has_property	dim	0.0388	0.8859	0.0006
groundhog	has_effect	itchy	0.0388	0.915	0.0001
member	consider assignment to	rules ' committee	0.0388	0.6484	1.0
calf	has_property	sore	0.0388	0.9156	0.0009
cold war	has_property	years	0.0388	0.9101	0.0013
dead person	has_property	breathing	0.0388	0.959	0.0272
creon	interact with	chorus	0.0388	0.7761	1.0
resource	need	processed	0.0388	0.9216	0.3149
galapagos	has_property	american	0.0388	0.9488	0.0002
zoonotic disease	has_property	zoned	0.0388	0.7871	0.0002
married	hang out with	single friends	0.0388	0.8513	1.0
cat	have	long claws	0.0388	0.9083	0.0386
firm	develop	new products	0.0388	0.8962	0.0829
vote	has_property	tyler1	0.0388	1.0	0.1004
christ	be depicted in	early christian art	0.0388	0.8564	1.0
cultivation	has_property	zero calculated	0.0388	0.8508	0.0023
information	be necessary	about foreign employment	0.0388	0.7501	1.0
democracy	has_property	urban	0.0388	0.8778	0.0004
democracy	has_property	ethics	0.0388	0.8855	0.001
new books	take	long time deliver	0.0388	0.8795	1.0
emmanuel	can	mean	0.0388	0.8744	0.0001
aviation	be important to	america	0.0388	0.9704	0.0038
smelt	has_trait	healthy	0.0388	0.9078	0.0001
smelt	has_property	uk	0.0388	0.9583	0.0
smelt	has_color	yellow	0.0388	0.9462	0.0
acetic acid	be weak in	water	0.0388	0.909	0.0238
brac	has_property	from split	0.0388	0.9241	0.2486
socrates	has_property	ignorance	0.0388	0.7592	0.0032
determinant	can	mean	0.0388	0.8744	0.0001
trapezoid	has_property	related	0.0388	0.961	0.0001
composting	can be used	to recycle discarded plant	0.0388	0.829	1.0
macromolecule	has_property	group	0.0388	0.9277	0.0012
scientology	use	cross symbol	0.0388	0.7707	1.0
tattoo	get	itches	0.0388	0.867	1.0
crystal gayle	be related	to loretta lynn	0.0388	0.837	1.0
avocado	reduce	cholesterol	0.0388	0.8931	0.0064
ascorbic acid	has_property	important in collagen synthesis	0.0388	0.8831	0.6208
radio telescope	have	very larger	0.0388	0.7943	1.0
walk in closet	has_property	underneath	0.0388	0.8554	0.3518
fern	feed	them self	0.0388	0.757	1.0
joseph	end up in	egypt	0.0388	0.8365	1.0
logic gate	has_property	java	0.0388	0.9498	0.0005
mesa verde national park	has_property	aquatic	0.0388	0.946	0.0001
southwest	send	drink coupons	0.0388	0.7722	1.0
testicle	has_trait	attractive	0.0388	0.9393	0.0002
human	feel	exhausted after crying	0.0388	0.843	1.0
latin america	can	countries of high power	0.0388	0.7697	1.0
capybara	has_property	zoned	0.0388	0.7871	0.0002
capybara	has_property	questioned	0.0388	0.7225	0.0014
pinochle	has_place	back	0.0388	0.9424	0.0013
scientist	use studies	learn about human characteristics	0.0388	0.7788	1.0
inquiry	be	at the heart of science	0.0388	0.8697	1.0
mindset	has_property	natural	0.0388	0.8818	0.0003
ekg	has_property	add	0.0388	0.9326	0.002
restlessness	can	mean	0.0388	0.8744	0.0001
botox	affect	muscles	0.0388	0.9777	0.01
message	has_property	on mac	0.0388	0.9363	0.0028
bosch	has_property	appliances	0.0388	0.8764	0.044
water spout	has_property	veto	0.0388	0.9493	0.0002
water spout	has_property	quota	0.0388	0.9008	0.0001
water spout	has_property	quota	0.0388	0.9008	0.0001
arizona	leave	grey 's anatomy	0.0388	0.7885	0.0223
river	kill	doctor	0.0388	0.7626	0.5235
collagen	get to	extra cellular matrix	0.0388	0.8412	1.0
human	can stop	flooding	0.0388	0.9064	0.316
man	seem	need	0.0388	0.8883	0.7465
statin drug	has_property	high	0.0388	0.9409	0.0002
football player	have bulges in	groin area	0.0387	0.7862	1.0
relationship	has_property	cia	0.0387	0.9384	0.0005
cursor	has_movement	ahead	0.0387	0.9362	0.0001
tide	be in	anna maria island	0.0387	0.8098	0.3337
earthquake	happen away from	far plate boundaries	0.0387	0.8757	1.0
suture	can	kill	0.0387	0.9372	0.0002
quintuple	has_diet	vegan	0.0387	0.9111	0.0
plant cell	need	turgid	0.0387	0.7572	1.0
drool	has_property	awkward	0.0387	0.9455	0.0008
rama	has_property	great	0.0387	0.9398	0.0008
rooftop	be in	seoul green	0.0387	0.9543	0.1897
robot	has_property	snapping	0.0387	0.8544	0.0006
robot	has_body_part	switching	0.0387	0.8651	0.001
terrapin	has_property	ft	0.0387	0.9474	0.0001
terrapin	has_property	mph	0.0387	0.9628	0.0002
terrapin	has_property	mvp	0.0387	0.9369	0.0002
terrapin	has_property	multiplier	0.0387	0.9544	0.001
terrapin	has_property	mac	0.0387	0.9547	0.0003
terrapin	has_property	mri	0.0387	0.9024	0.0001
terrapin	has_property	mql4	0.0387	1.0	0.0004
terrapin	has_property	mpg	0.0387	0.9433	0.0003
terrapin	has_property	mnemonic	0.0387	0.9152	0.0001
terrapin	has_property	mtg	0.0387	0.946	0.0002
bank	pay interest rates than	than certificates	0.0387	0.8069	1.0
her	has_place	up	0.0387	0.9414	0.0001
niacin	has_property	good for cholesterol	0.0387	0.9559	0.0229
acid	has_property	tom	0.0387	0.9427	0.0006
pollution	has_property	cm1	0.0387	1.0	0.0519
pollution	has_property	gcse	0.0387	1.0	0.0002
charge	has_property	pm	0.0387	0.9404	0.0001
rancher	has_property	bill	0.0387	0.948	0.004
muslim	wash in	certain way	0.0387	0.8142	1.0
high school	has_property	sum	0.0387	0.9491	0.0002
guideline	has_property	needed	0.0387	0.9335	0.0002
sensation	affect in	everyday life	0.0387	0.9754	1.0
human	look in	everything	0.0387	0.8412	1.0
chitin	has_property	carbohydrate	0.0387	0.9194	0.0223
turbulency	has_property	eastbound	0.0387	0.7314	0.2231
tile	has_property	grouted	0.0387	0.7604	1.0
first period	has_property	mm	0.0387	0.9549	0.0001
arthritic	has_property	awareness	0.0387	0.8549	0.0006
itchiness	has_trait	irritable	0.0387	0.7323	0.0023
dahlia	be killed	in the originals	0.0387	0.8503	1.0
actinide	has_property	justified	0.0387	0.8834	0.0002
karl marx	has_property	famous philosopher	0.0387	0.8296	1.0
plant	be important to	soil	0.0387	0.9702	0.0151
child	has_property	5 less likely to be adopted	0.0387	0.8646	1.0
ny	take	5 work	0.0387	0.8599	0.1463
coast	has_property	managed	0.0387	0.8811	0.0038
lev	try	get	0.0387	0.8871	0.0078
mow	has_property	javascript	0.0387	0.9752	0.0012
china	trade	more	0.0387	0.8074	1.0
manure	kill	plants	0.0387	0.9473	0.0037
patience	has_property	extremely important in the won	0.0387	0.8516	1.0
lamb	has_property	pm	0.0387	0.9404	0.0001
ileum	absorb	amigo acids	0.0387	0.876	0.3025
dexamethasone	has_property	update	0.0387	0.908	0.0011
ballet	has_trait	intense	0.0387	0.8218	0.071
gold	be used	to make rings	0.0387	0.9112	1.0
plum	has_property	egg	0.0387	0.9544	0.0002
molecular biologist	use yeast	opposed to bacteria	0.0387	0.8479	1.0
mother	have	stress	0.0387	0.886	0.0939
dividend	has_property	debited	0.0387	0.7347	0.0696
jack	has_property	ma famous	0.0387	0.8572	0.2105
brazos river	rise	still	0.0387	0.8484	0.1935
bishop	be called	ordinary	0.0387	0.8768	0.3553
dm	be back on	instagram	0.0387	0.9207	0.4806
gout	settle in	big toe	0.0387	0.8034	1.0
flywheel	has_property	zero rated	0.0387	0.8533	0.0007
whale shark	has_property	are killed	0.0387	0.9488	0.0058
momentum	play	a critical role in tennis	0.0387	0.865	1.0
jew	be	unwilling to lead gentiles to god	0.0387	0.7299	1.0
stool	has_property	abnormal	0.0387	0.8172	0.0192
smocking	has_property	zara	0.0387	0.8299	0.0023
agamemnon	want	crisis	0.0387	0.8078	1.0
viagra	quit	smoking	0.0387	0.9344	0.0005
myrtle	want	police dog	0.0387	0.873	1.0
toolbox talks	has_property	held	0.0387	0.9473	0.001
eye	have to	soul windows	0.0387	0.8161	1.0
circuit	need	de-energised	0.0387	0.9068	1.0
daphne	has_body_part	beard	0.0387	0.9092	0.0081
quarterback	has_place	away	0.0387	0.938	0.0001
quality	be bad on	pc	0.0387	0.889	0.4067
whisky	taste	good	0.0387	0.9112	0.0012
elasticity	differ from	flexibility	0.0387	0.831	0.494
mickey mouse	be called	kansas city mickey	0.0387	0.7938	1.0
charge	has_property	dps	0.0387	0.9126	0.0018
charge	has_property	robot	0.0387	0.8838	0.013
mechanic	be closed on	sundays	0.0387	0.9346	0.0286
squirrel monkey	help	them	0.0387	0.881	0.1013
gaap	can	matter	0.0387	0.8597	0.0005
epic poem	be intended	to be presented originally	0.0387	0.8524	1.0
cervical nerve	be than	vertebrae	0.0387	0.8696	0.4828
scientific models	have	limitations	0.0387	0.8045	0.0215
histogram	has_movement	ahead	0.0387	0.9362	0.0001
charge	has_property	sword	0.0387	0.8888	0.0033
cricket	has_property	dying	0.0387	0.9395	0.0002
henry	react to	news	0.0387	0.8475	0.0298
little sister	try	sing	0.0387	0.8466	0.7081
pardoner	interrupt	wife of bath	0.0387	0.8286	1.0
hen	show	sign of old age	0.0387	0.8194	1.0
nostril	run	more than other	0.0387	0.8739	1.0
charge	has_property	owlet	0.0387	0.7789	1.0
charge	has_property	ayakkabı	0.0387	1.0	0.0023
bonus	be taxed in	va	0.0387	0.8466	1.0
child	walk out with	professional soccer players	0.0387	0.7706	1.0
piggy	has_trait	logical	0.0387	0.8994	0.0197
stone	feel	colder than wood	0.0387	0.9134	0.0284
yogurt	has_property	expire	0.0387	0.9004	0.0125
client	has_property	wwi	0.0387	1.0	0.0002
albert	has_property	einstein important	0.0387	0.9336	1.0
student	take long	complete	0.0387	0.8781	0.8267
puppy	get	pee	0.0387	0.8892	0.3621
particle	move faster than	solid	0.0387	0.853	1.0
colchicine	has_property	dosage	0.0387	0.8018	0.013
heat	has_property	effective in sterilization	0.0387	0.8692	0.6149
obesity	has_property	in new zeal	0.0387	0.9588	0.0065
golf ball	travel though	air	0.0387	0.8963	0.6891
toxin	be removed	from are system	0.0387	0.9276	1.0
madam	be important	cd walker	0.0387	0.816	1.0
special force	has_property	age	0.0387	0.9204	0.0002
display	has_property	watch	0.0387	0.9442	0.0001
secret code	has_property	justified	0.0387	0.8834	0.0002
secret code	has_movement	zipped	0.0387	0.8197	0.0005
watching	has_property	it	0.0387	0.9292	0.0003
sublimation	differ from	vaporization	0.0387	0.8626	0.4852
metal	feel at	even room temperature	0.0387	0.8931	1.0
mother	medicate	hyperactive children	0.0387	0.7281	1.0
flood	occur	1 sentence answer	0.0387	0.7135	1.0
prisoner	has_property	ignite	0.0387	0.8278	0.0005
twiner	can	mean	0.0387	0.8744	0.0001
management	be important in	company	0.0387	0.9589	0.0409
wicker	has_property	rattan	0.0387	0.7246	0.0378
rya	has_place	up	0.0387	0.9414	0.0001
girl	give	other wedgies	0.0387	0.812	1.0
inflation	has_property	average	0.0387	0.8827	0.0003
plagiarism	be unacceptable of	particularly college student	0.0387	0.8361	1.0
leg	be than	longer other	0.0387	0.953	0.7366
poland	have	long history of invasions	0.0387	0.6782	1.0
brain	has_weather	foggy	0.0387	0.8682	0.0009
plum	has_property	authentic	0.0387	0.8335	0.0011
plum	has_property	irish	0.0387	0.9536	0.0002
testicle	has_property	obsolete	0.0387	0.9473	0.0004
testicle	has_property	rhythm	0.0387	0.9509	0.0008
testicle	has_property	gb	0.0387	0.9615	0.0001
testicle	has_property	raid	0.0387	0.8603	0.0012
testicle	has_property	osmosis	0.0387	0.859	0.0009
testicle	has_property	toque	0.0387	0.951	0.0001
testicle	has_property	sooty	0.0387	0.8377	0.0019
testicle	has_property	watch	0.0387	0.9442	0.0001
testicle	has_property	irritated	0.0387	0.8276	0.0004
testicle	has_property	uk	0.0387	0.9583	0.0
testicle	has_property	ignored	0.0387	0.9374	0.0001
testicle	has_property	idle	0.0387	0.8291	0.0001
testicle	has_property	ibm	0.0387	0.9122	0.0002
testicle	has_property	ayurveda	0.0387	0.8939	0.0004
testicle	has_property	awesome	0.0387	0.8884	0.0002
testicle	has_trait	odd	0.0387	0.9284	0.0001
jak	has_property	roberto	0.0387	0.8814	0.4024
pharmacist	study	psychology	0.0387	0.9139	0.0158
volcano	happen in	places more than others	0.0387	0.8816	1.0
melon	taste	bad	0.0387	0.9299	0.0012
cat	like	to chase string	0.0387	0.7523	1.0
wasabi	can	die	0.0387	0.9049	0.0001
ponytail	has_property	aqua	0.0387	0.9388	0.0005
ponytail	has_property	ambiguous	0.0387	0.8397	0.0007
ponytail	has_property	accurate	0.0387	0.9151	0.0002
ponytail	has_trait	aggressive	0.0387	0.9077	0.0002
sunflower	has_property	lyrics	0.0387	0.8856	0.0001
lymphocyte	has_property	genetic	0.0387	0.9257	0.0006
nursery	has_property	at	0.0387	0.9569	0.0003
steam	be used to	power	0.0387	0.9123	1.0
jamb	has_property	valid	0.0387	0.9071	0.0003
sir gawain	has_property	noble	0.0387	0.8987	0.0108
nightgown	has_property	made	0.0387	0.9403	0.0
chromosome	be related to	genetic inheritance	0.0387	0.801	1.0
fat	be soluble in	organic solvents	0.0387	0.9168	0.0176
wheat	come from	regional victoria	0.0387	0.6983	1.0
file	be shared between	users in unix	0.0387	0.8082	1.0
drug withdrawal	has_property	painful	0.0387	0.9073	0.0002
fell	has_property	kitchen	0.0387	0.9417	0.0018
chum	has_property	nagy	0.0387	1.0	0.3978
software	be developed	to respond to changes in technology	0.0387	0.8165	1.0
enzyme	be inactive at	low temperatures	0.0387	0.852	0.3612
conscription	be	good	0.0387	0.9469	0.0
panadol	has_place	away	0.0387	0.938	0.0001
jew	prepare	kosher meat	0.0387	0.824	1.0
emulator	has_property	working	0.0387	0.9281	0.0
ozone hole	has_property	square	0.0387	0.9467	0.0002
jug	has_property	on moon	0.0387	0.9799	0.004
mac address	identify	resource on network	0.0387	0.7248	1.0
dolphin	be x	rays	0.0387	0.9392	0.0066
sound wave	be	same	0.0387	0.9642	0.0003
phosphatase	kill	bacteria	0.0387	0.9602	0.0007
dictatorship	has_property	country	0.0387	0.9324	0.0003
ghoul	can run	now	0.0387	0.9243	0.7598
author	refer to	aesthetic experience	0.0387	0.6802	1.0
alcohol	have	higher boiling point than equivalent planes	0.0387	0.9076	1.0
candidate	be chosen in	political party	0.0387	0.9124	1.0
kaiser wilhelm	be ii blamed	for world war 1	0.0387	0.9243	1.0
porsche	use	rear engine	0.0387	0.8974	1.0
grassland	has_property	native	0.0387	0.8471	0.0006
unix	has_property	different from linux	0.0387	0.867	0.0756
gracie	can	mean	0.0387	0.8744	0.0001
rock crab	has_property	zombie	0.0387	0.9501	0.0003
bigness	has_property	zoomed in	0.0387	0.9485	0.0011
tarmac	can	mean	0.0387	0.8744	0.0001
genus raphanus	has_property	formed	0.0387	0.9373	0.0001
mathematician	usually use	same symbols	0.0387	0.8252	1.0
quarry	affect	water quality	0.0387	0.9468	0.0016
hologram	be in	movies blue	0.0387	0.8617	1.0
information	be categorized	in the brain	0.0387	0.8767	1.0
nitrate	has_property	smoke	0.0387	0.9405	0.0029
suspense	be created in	jekyll	0.0387	0.9362	0.1194
suspense	be created in	hyde	0.0387	0.9277	0.1427
hogweed	has_property	found	0.0387	0.9445	0.0005
equator	be important to	canada	0.0387	0.9735	0.0008
twirler	has_property	made	0.0387	0.9403	0.0
gallium	has_property	a liquid at room temperature	0.0387	0.9671	0.0216
health insurance	has_property	system	0.0387	0.9367	0.0005
