local_sigma	neighborhood_sigma	object	plausibility	predicate	subject
0.0061	0.8059	young	0.1522	raise	garter snake
0.0039	0.8271	rest	0.1522	can	bear
0.0063	0.8267	hello	0.1522	say	surfer
0.0868	0.8215	league of legends	0.1522	work in	script
1.0	0.777	narcs confession	0.1522	give	tony
0.0004	0.8555	fee	0.1522	can	breast
0.0016	0.8371	purple	0.1522	can	owl
1.0	0.8358	the most feared creatures	0.1522	has_property	shark
0.0001	0.9561	spanish	0.1522	be in	basketball game
0.0481	0.8951	background checks	0.1522	do	police department
0.0002	0.9192	do	0.1522	can	panadol
0.0017	0.9439	environment	0.1522	adapt to	king cobra
0.0002	0.9376	white	0.1522	has_color	paris
1.0	0.7676	to the lighthouse	0.1522	ramsay die in	mrs
0.1322	0.7717	facts	0.1522	use	author
0.0	0.8642	work	0.1522	can	tierce
0.001	0.8625	by	0.1522	has_property	house
0.052	0.8371	red doors	0.1522	have	presbyterian church
0.0003	0.9045	effective	0.1522	has_property	grasshopper
0.0282	0.8548	spanish	0.1522	work in	double negative
0.3156	0.8891	detrimental	0.1522	can be	cyanobacteria
1.0	0.8449	cooking water	0.1522	be added to	salt
1.0	0.8814	public holiday	0.1522	get	bank
0.0056	0.8883	important in art	0.1522	has_property	composition
0.0366	0.8594	standing up	0.1522	sleep	owl
0.0097	0.87	green	0.1522	appear	sea
0.0034	0.8962	warm	0.1522	stay	koala
0.4986	0.8387	critical thinking	0.1522	need	nurse
0.0001	0.9428	bad	0.1522	has_property	yoga
0.0333	0.8282	skinny	0.1522	get	polar bear
0.5179	0.8651	resistors	0.1522	need	capacitor
0.0002	0.9192	do	0.1522	can	sperm
0.156	0.8601	studying	0.1522	be useful	identical twin
0.0081	0.8879	up	0.1522	stay	tunnel
0.2487	0.851	dogs	0.1522	be allergic to	human
1.0	0.8487	tyre	0.1522	spelled	tire
0.0069	0.7967	thick	0.1522	has_property	skin
1.0	0.8713	end of solo	0.1522	be at	maul
0.0234	0.8444	university	0.1522	work in	unit
0.0023	0.927	on demand	0.1522	has_property	sharp objects
0.047	0.9558	rust	0.1522	be in	macro
0.0406	0.862	turbans	0.1522	wear	culture
1.0	0.7347	toddler's eyes	0.1522	check	eye doctor
0.3772	0.8347	pa	0.1522	can	mr.
0.0002	0.9412	red	0.1522	has_color	cayenne
0.0003	0.8692	was	0.1522	can	racoon
0.0048	0.9378	different colors	0.1522	have	material
0.0005	0.8369	types	0.1522	can	peach
1.0	0.6884	tour card	0.1522	lose	golfer
0.2257	0.762	installing	0.1522	keep	mtg arena
0.0	0.8642	work	0.1522	can	itemization
0.0079	0.8113	band	0.1522	can	jean
0.0111	0.8082	anxiety	0.1522	give	vertigo
0.0009	0.8818	da	0.1522	has_property	finch
0.0012	0.918	extinct	0.1522	has_property	hawksbill turtle
0.0027	0.9004	diarrhea	0.1522	give	oatmeal
0.005	0.8357	oat	0.1522	has_property	waste product
0.0008	0.8341	ikea	0.1522	has_property	waste product
0.0937	0.8542	night	0.1522	increase at	contraction
1.0	0.585	pent	0.1522	get	ashe
1.0	0.8346	credited	0.1522	get	actor
0.2061	0.9163	see through	0.1522	go	fingernail
1.0	0.7607	the color of rot usually	0.1522	has_property	brown
0.0547	0.9743	living things	0.1522	be important for	respiration
0.3718	0.8589	jazz	0.1522	be related to	rap
0.0268	0.9367	milk	0.1522	can drink	human
0.0017	0.9177	sos	0.1522	has_property	sulfuric acid
0.1488	0.8669	flat stomachs	0.1522	have	runner
1.0	0.7249	large boobies	0.1522	be attracted to	man
0.0171	0.9498	diabetics	0.1522	be bad for	potato chip
0.0006	0.8932	matt	0.1522	has_property	poop
0.0096	0.8413	rocks	0.1522	eat	fish
1.0	0.8203	solution change color	0.1522	have	benedict
0.0	0.8642	work	0.1522	can	gardening
0.0027	0.8962	university	0.1522	has_property	lebanese
1.0	0.8277	tight spots	0.1522	have	motorcycle chains
0.1114	0.9189	computer	0.1522	be on	sound
1.0	0.8614	for weeks from time to time	0.1522	disappear	cat
0.0187	0.7736	curing	0.1522	has_property	massage
1.0	0.8058	pilates	0.1522	be called	pilate
0.0086	0.8892	often	0.1522	has_time	ski resort
0.0664	0.9302	milk	0.1522	be with	tea
0.0003	0.8772	lyrics	0.1522	can	pool
1.0	0.7003	pros	0.1522	become	pro
0.0292	0.9036	flashing lights	0.1522	have	wind turbine
1.0	0.755	worst muslims	0.1522	compare christians with	christian
0.0406	0.8841	better than iron	0.1522	has_property	aluminium
0.0023	0.9658	important to humans	0.1522	has_property	pollination
1.0	0.8904	the climate	0.1522	regulate	altitude
0.7084	0.7486	reopening	0.1522	keep	internet explorer
0.1612	0.7573	crops	0.1522	protect	farmer
1.0	0.8162	at the bottom	0.1522	cut	object
0.5907	0.8123	are harmed	0.1522	has_property	watershed
0.0017	0.9831	bad for the environment	0.1522	has_property	almond
0.0004	0.9397	down	0.1522	has_place	massage
1.0	0.6692	between sensation and perception	0.1522	differentiate	psychologist
0.0004	0.8745	gas	0.1522	can	jean
1.0	0.809	something about lag	0.1522	can do	yahoo
0.1411	0.8148	blood volume	0.1522	regulate	blood vessel
1.0	0.8262	anions	0.1522	form easily	nonmetal
0.1541	0.8256	bacteria	0.1522	grow	scientist
0.0011	0.875	strong	0.1522	has_trait	boiled egg
0.0181	0.8983	divide	0.1522	can	eukaryote
0.0042	0.85	heartburn	0.1522	give	sprite
1.0	0.8361	in reverse	0.1522	be used	spur gear
0.7539	0.767	distinct boundaries	0.1522	have	solid
1.0	0.7282	transactions	0.1522	facilitate	demand deposit
0.0226	0.8521	drop	0.1522	has_movement	breast implant
0.6595	0.7662	themselves into knots	0.1522	tie	headphone
0.0006	0.8544	pig	0.1522	can	jean
0.1227	0.8261	on themselves	0.1522	urinate	billy goat
0.4024	0.9405	closed circulatory system	0.1522	need	annelid
1.0	0.7837	tunnel syndrome	0.1522	has_property	carpal
0.1383	0.9016	free	0.1522	be get	metal
0.4886	0.8546	pcs food	0.1522	has_property	potato
0.0075	0.9496	cigarettes	0.1522	be in	cadmium
0.0969	0.7728	sleep	0.1522	track	iphone
0.0007	0.9075	bad	0.1522	go	cologne
0.0003	0.8633	mean	0.1522	can	motley
0.0007	0.9407	la	0.1522	has_property	labour
0.3345	0.8133	from spreading	0.1522	can be prevented	cholera
1.0	0.9043	erebus	0.1522	have	singer
1.0	0.8224	anything about booster	0.1522	can do	yahoo
0.2538	0.8324	important to panama	0.1522	has_property	panama canal
0.0086	0.8822	dies	0.1522	has_property	meatball
0.0011	0.954	cm	0.1522	has_property	meatball
0.0658	0.9572	more dense	0.1522	has_property	plate
1.0	0.7236	a natural gift of accepting people	0.1522	have	child
1.0	0.7516	blue in windows explorer	0.1522	appear	file
0.2167	0.8333	science	0.1522	need	electrician
0.0024	0.866	let	0.1522	can	programmer
1.0	0.8968	high altitudes	0.1522	work at	jet engine
0.0005	0.8369	types	0.1522	can	linen
0.0051	0.8795	spicy	0.1522	has_property	junior chickens
1.0	0.8287	to speed up execution	0.1522	can be used	thread
0.1602	0.7892	things	0.1522	gnaw on	cat
1.0	0.7583	dry spells	0.1522	have	couple
1.0	0.8231	disability	0.1522	be important in	empowerment
0.5072	0.8309	straws	0.1522	come with	wrap
0.0004	0.797	met	0.1522	can	dimmer
0.0002	0.8596	occur	0.1522	can	fibrinolysis
1.0	0.8865	google earth	0.1522	be obscured on	house
1.0	0.8341	to blame for the endangered animals	0.1522	has_property	human
0.5469	0.8402	different from a trapezoid	0.1522	has_property	parallelogram
0.0061	0.9606	in hindi	0.1522	has_property	mahabharata
0.1321	0.8962	igneous rocks	0.1522	be called	granite
0.0011	0.8847	poisonous	0.1522	has_effect	rubbing
0.0131	0.8711	numb	0.1522	feel	body
1.0	0.8293	christmas cards	0.1522	appear on	robin
1.0	0.8166	risk for malnutrition	0.1522	be at	adult
0.0027	0.9139	sustainable	0.1522	has_property	greenhouse
1.0	0.7742	dogs	0.1522	listen to	sheep
0.0003	0.8818	safe	0.1522	has_property	suv
1.0	0.9301	to date	0.1522	be to	immune system
0.0025	0.9062	development	0.1522	affect	technology
0.1865	0.8504	spinach	0.1522	has_property	florentine
0.0001	0.9583	uk	0.1522	has_property	mansfield
0.3468	0.796	ozone	0.1522	react with	cfc
0.6195	0.8732	series	0.1522	can take	royal
0.0018	0.8925	gap	0.1522	has_property	mule
0.1596	0.8962	tectonics	0.1522	plate	tsunami
0.0283	0.9016	to join the eu	0.1522	want	montenegro
1.0	0.7066	high elevation instructions	0.1522	have	cake mix
1.0	0.5959	quorum sensing	0.1522	communicate	bacterium
0.002	0.8857	given	0.1522	has_property	speech
0.1816	0.6966	hijacked	0.1522	get	browser
1.0	0.8726	cooler than the ground	0.1522	has_property	shadow
1.0	0.8685	wisdom teeth removal	0.1522	push	dentist
0.0454	0.9119	difference	0.1522	can make	leader
1.0	0.8808	less power	0.1522	have	chassis
1.0	0.8985	good luck	0.1522	be hung for	horseshoe
0.0067	0.8943	delayed	0.1522	has_property	receipt
1.0	0.9007	abs	0.1522	want	guy
1.0	0.757	for a whole month	0.1522	run	world
0.2424	0.8642	fruit flies	0.1522	attract	banana
1.0	0.7428	symptoms of sleep area worse	0.1522	make	sleep deprivation
0.0111	0.8082	anxiety	0.1522	give	thunderstorm
0.8031	0.8602	different cultures	0.1522	differ in	myth
1.0	0.8723	different dates	0.1522	be in	easter
1.0	0.5908	non travelers gorges	0.1522	call	traveller
0.5305	0.7202	when cold	0.1522	squeal	brake
0.0042	0.8687	social	0.1522	has_property	justice
0.0003	0.8775	was	0.1522	has_property	soda can
1.0	0.6726	economies	0.1522	categorize	economist
0.0244	0.9332	friday	0.1522	be on	mayday
0.8668	0.8796	morning	0.1522	be green in	mucus
1.0	0.7451	through the tulips in insidious	0.1522	has_property	tiptoe
0.0376	0.8899	to other parts of the body	0.1522	spread	tumour
1.0	0.8521	360 better than the ps3	0.1522	has_property	xbox
1.0	0.793	electrochemical process	0.1522	has_property	corrosion
0.0005	0.9582	italian	0.1522	be in	musical chairs
1.0	0.6764	environmental protection	0.1522	fail at	market
0.0022	0.961	business	0.1522	be important in	cash flow
0.5054	0.7828	work	0.1522	slide	emergency
0.2529	0.8205	anxiety	0.1522	suffer from	human
0.0311	0.9769	ground	0.1522	come out of	mole
0.0004	0.9077	eat	0.1522	can	footballer
1.0	0.7175	quality	0.1522	link	customer
0.0158	0.984	bible	0.1522	be important in	sheep
1.0	0.8313	a high gdp in south america	0.1522	have	chile
0.0002	0.9384	be	0.1522	can	sprinter
0.0382	0.8764	player	0.1522	be available on	programme
0.7077	0.8864	least effective	0.1522	has_property	clumped dispersion
0.0909	0.7784	peeling	0.1522	keep	inside
1.0	0.7585	illustrations	0.1522	add captions to	writer
0.0004	0.9077	eat	0.1522	can	cardinal
1.0	0.773	groups in australia	0.1522	can arise between	conflict
0.0025	0.8598	gas	0.1522	give	salmon
0.5112	0.6723	limescale	0.1522	get	toilet
1.0	0.7997	"with "" pie soon"	0.1522	be obsessed	boy
0.0025	0.9393	to be refrigerated	0.1522	need	english breakfast tea
0.0679	0.8716	shorter lives	0.1522	live	schizophrenic
1.0	0.8581	enneagram	0.1522	work	wing
1.0	0.7195	in a pop environment	0.1522	perform	hunter
0.7126	0.7211	defended	0.1522	has_property	great wall
0.7638	0.84	solid rubber	0.1522	can be	tire
0.0002	0.8596	occur	0.1522	can	photoretinitis
0.0003	0.8772	lyrics	0.1522	can	pear
0.4053	0.8037	legs crossed	0.1522	stand with	model
0.1339	0.821	america	0.1522	affect	obesity
0.0005	0.9512	in a sentence	0.1522	be used	oxymoron
0.4065	0.876	stroke risk	0.1522	increase	shingle
1.0	0.8764	coordination	0.1522	play role in	adrenaline
0.0005	0.8964	created	0.1522	has_property	school
0.1758	0.7766	refrigeration	0.1522	need	ghee
0.0083	0.818	water	0.1522	find	geologist
1.0	0.8083	more efficient than a rotating electric machine	0.1522	has_property	transformer
0.9472	0.7717	shipping	0.1522	pay for	buyer
0.3884	0.8592	tv	0.1522	be wet on	street
0.0006	0.9234	themselves	0.1522	protect	newt
0.0003	0.8805	exist	0.1522	can	nitrogen
1.0	0.7806	about canadians in the usa	0.1522	complain	nobody
0.0086	0.9032	coffee	0.1522	drink	chicken
0.1214	0.8499	dual him	0.1522	have	chinese phones
0.0371	0.9318	bigger	0.1522	grow	muscle
1.0	0.8436	apartment to apartment	0.1522	move from	bed bug
0.0431	0.8849	the bones	0.1522	affect	osteomyelitis
0.327	0.9807	5 legs	0.1522	have	starfish
0.0018	0.9326	more expensive	0.1522	has_property	potato
0.021	0.9381	us	0.1522	be bad for	grain
1.0	0.7972	in case of a merger / acquisition	0.1522	be handled	stock option
0.2107	0.8756	tamil	0.1522	be celebrated in	palm sunday
0.1086	0.9326	space	0.1522	can travel through	electromagnetic wave
0.1514	0.7031	stripped	0.1522	get	thread
0.4858	0.715	cars	0.1522	recall	toyota
0.0027	0.928	coming back	0.1522	keep	fever
0.5988	0.8215	hips	0.1522	move	hula dancers
1.0	0.7933	after eating	0.1522	rise	blood pressure
1.0	0.8431	32 suitable for use as tracer	0.1522	has_property	phosphorus
0.0011	0.9563	soluble in water	0.1522	has_property	polysaccharide
0.0223	0.8803	others	0.1522	affect	smoking
1.0	0.7471	creativity focus	0.1522	require	marketing
0.9523	0.8111	toys	0.1522	play with	dog
0.0043	0.8641	insoluble in water	0.1522	has_property	phosphate
0.1824	0.781	motherboard	0.1522	be connected to	processor
1.0	0.7701	feet	0.1522	stick to	skateboard
0.0	0.8642	work	0.1522	can	transit
0.0204	0.8923	in the freezer	0.1522	explode	bottle
1.0	0.7288	epistolary novel	0.1522	use	author
0.0034	0.7957	tie	0.1522	can	blossom
0.0013	0.8078	bum	0.1521	can	jean
0.0837	0.8812	world city	0.1521	has_property	brussels
0.2931	0.8373	moderate climate	0.1521	have	city
0.1161	0.8888	change color	0.1521	leave	tree
1.0	0.7394	glass windows	0.1521	peck at	bird
0.292	0.8172	tongue	0.1521	go under	thermometer
1.0	0.7452	which of the variables are independent	0.1521	determine	researcher
0.0244	0.884	dairy	0.1521	has_property	ghee
1.0	0.7825	lasers	0.1521	look like	bullet
0.0491	0.8725	important pd	0.1521	has_property	teaching aid
0.0838	0.87	good for diarrhea	0.1521	has_property	black tea
1.0	0.7235	international agreements	0.1521	comply with	state
0.0021	0.8313	azure	0.1521	can	ladder
0.1853	0.9186	cold sores	0.1521	give	orange juice
1.0	0.7728	bananas	0.1521	hold	monkey
1.0	0.7736	a bad substance to use on a fire	0.1521	has_property	baking powder
0.0829	0.8459	leopards	0.1521	kill	poacher
0.0547	0.8287	volcanoes	0.1521	affect	earthquake
0.1178	0.8922	to be specific	0.1521	need	goal
1.0	0.8668	thin shelled eggs	0.1521	lay	hen
0.0009	0.8887	pan	0.1521	has_property	willow tree
1.0	0.8514	liberia flag	0.1521	fly	ship
0.003	0.9185	refrigerated	0.1521	has_property	anise seed
1.0	0.7661	in looking for alaska	0.1521	die	alaska
1.0	0.7156	windows uk	0.1521	peck at	bird
0.0012	0.9384	book	0.1521	has_property	crab
0.3033	0.8926	tiny portions	0.1521	serve	expensive restaurants
1.0	0.7695	name homo neanderthals	0.1521	be given	neanderthal
0.7791	0.8364	nature	0.1521	be more influential than	nurture
0.0501	0.9271	ear infections	0.1521	get	retriever
0.0037	0.8749	dj	0.1521	can	hyperkalemia
0.0011	0.8401	start	0.1521	can	hyperkalemia
0.0037	0.8749	dj	0.1521	can	hyperkalemia
0.0319	0.7251	hie	0.1521	can	hyperkalemia
0.0015	0.8234	originate	0.1521	can	hyperkalemia
0.074	0.8052	mapping	0.1521	can	hyperkalemia
0.0009	0.8396	spread	0.1521	can	hyperkalemia
0.0023	0.8124	own	0.1521	can	hyperkalemia
0.0025	0.7813	top	0.1521	can	hyperkalemia
0.0022	0.8245	tag	0.1521	can	hyperkalemia
0.0018	0.8317	cry	0.1521	can	hyperkalemia
0.0344	0.7956	row	0.1521	can	hyperkalemia
0.003	0.8698	melt	0.1521	can	hyperkalemia
0.002	0.9652	life	0.1521	be important in	finance
0.1476	0.8064	2 pin plugs	0.1521	have	bathroom
1.0	0.7885	engine	0.1521	burn in	fuel
0.6811	0.9194	is saved	0.1521	has_property	everything
1.0	0.852	intramembranous ossification	0.1521	differ from	ossification
0.0038	0.8186	wind	0.1521	can	thigh
1.0	0.7369	seizure	0.1521	dilate during	pupil
1.0	0.8174	when moved	0.1521	turn on	iphone
1.0	0.727	return on zero coupon bonds	0.1521	get	bondholder
1.0	0.8128	in a private limited company	0.1521	be distributed	profit
1.0	0.7824	wiki	0.1521	change	clock
1.0	0.8528	on the back of shirts	0.1521	be put	tag
0.0001	0.9428	bad	0.1521	has_property	hipster
0.0002	0.9236	working	0.1521	has_property	switch
0.0007	0.9075	bad	0.1521	go	motherboard
0.0034	0.8548	cloudy	0.1521	has_weather	drinking glass
0.4552	0.7794	song	0.1521	die	grandpa
0.002	0.9091	skin	0.1521	can	service
0.0056	0.7587	aquaculture	0.1521	has_property	scissors
1.0	0.8166	like a marble cake	0.1521	has_property	federalism
0.6966	0.8233	anise	0.1521	draw	animator
0.2469	0.8432	slogans	0.1521	have	company
1.0	0.8231	toddlers	0.1521	be green in	poop
0.0002	0.8571	die	0.1521	can	bob
0.0071	0.9246	prime	0.1521	has_property	zero
1.0	0.7841	battle stars	0.1521	earn	ship
0.001	0.9308	look	0.1521	can	piranha
0.0026	0.9193	angry	0.1521	has_trait	saints fans
1.0	0.7899	fur coats math worksheet answers	0.1521	have	bear
0.0618	0.8977	2k19	0.1521	work in	boost
0.0969	0.9113	worse	0.1521	can get	cold
1.0	0.7882	black when exposed to heat	0.1521	turn	receipt
0.0388	0.8407	cricket	0.1521	play	blind
0.5263	0.8928	complete	0.1521	be required	learner
0.0009	0.8653	out	0.1521	can	flicker
0.3496	0.9641	re2	0.1521	die in	ada
0.5193	0.9014	sound waves	0.1521	make	drum
0.0038	0.9537	with each other	0.1521	communicate	application
1.0	0.7816	to stay behind the western world forever	0.1521	be destined	arab
0.0113	0.9061	echolocation	0.1521	use	rat
0.0003	0.866	form	0.1521	can	kingdom
0.0079	0.8471	exothermic	0.1521	has_property	explosion
1.0	0.815	same ships	0.1521	have	roman
0.0001	0.9335	yellow	0.1521	has_color	saigon
0.4976	0.8278	bad wife	0.1521	have	bathroom
0.0006	0.9079	know	0.1521	can	academy of motion picture arts and sciences
0.0003	0.9387	go	0.1521	has_property	reactant
1.0	0.8429	1 bromobutane	0.1521	react with	hydroxide ion
0.38	0.7837	muscle	0.1521	grow	steroid
0.0565	0.8241	sound	0.1521	detect	stethoscope
0.0627	0.9012	precise	0.1521	has_trait	graduated cylinder
0.0421	0.7969	bent	0.1521	get	engine valves
0.0116	0.8001	illusion	0.1521	has_property	autotroph
1.0	0.7925	google searches	0.1521	appear in	website
0.5005	0.855	round faces	0.1521	have	owl
0.89	0.8178	used to date rocks	0.1521	can	fossil
1.0	0.8263	np	0.1521	treat	therapist
0.5264	0.884	into yale	0.1521	get	blair
0.0084	0.8553	to each other	0.1521	talk	billboard
0.5508	0.8619	thermal energy	0.1521	conduct	metal
1.0	0.8109	canyon changing	0.1521	be in	formation
0.0007	0.854	twitter	0.1521	can	pear
0.0507	0.8111	racing	0.1521	can	pear
1.0	0.7066	phonemes	0.1521	be considered	allophone
0.009	0.9176	communication	0.1521	be important in	gesture
0.2222	0.8831	big traps	0.1521	have	fighter
0.1923	0.7752	one spot	0.1521	hover in	bee
0.0693	0.8447	light	0.1521	be afraid of	star
1.0	0.8888	cold	0.1521	catch	alcoholic
1.0	0.8545	the most advanced in technology	0.1521	has_property	japan
0.549	0.899	compass	0.1521	has_property	safari
0.0054	0.9432	in canada	0.1521	work	stock option
0.0676	0.8246	tattoos	0.1521	feel about	job
0.0001	0.9428	bad	0.1521	has_property	web browser
1.0	0.8174	thin walls than arteries	0.1521	have	vein
0.0011	0.9038	pbs	0.1521	has_property	zoo
1.0	0.8147	rubber grips	0.1521	have	pen
1.0	0.8113	culturally aware	0.1521	need	nurse
0.3297	0.856	car wires	0.1521	chew on	mouse
1.0	0.7327	to the meaning of diaphragm	0.1521	relate	midriff
1.0	0.7733	the weeping is prophet	0.1521	called	jeremiah
1.0	0.7819	mondays	0.1521	move to	bull
0.1929	0.9287	balanced diet	0.1521	be important part of	roughage
1.0	0.7303	nurses	0.1521	retain	hospital
0.0294	0.8258	wealthy	0.1521	has_property	canada
0.0007	0.9006	are	0.1521	has_property	holding
0.1046	0.8411	sugar	0.1521	be different from	fructose
1.0	0.8915	on a gamin edge 520	0.1521	be	navigation
0.0015	0.9037	cal	0.1521	has_property	shrimp
1.0	0.8201	engines running	0.1521	leave	bus
0.1846	0.9591	m6	0.1521	be on	delay
0.6592	0.8659	demand curve	0.1521	has_property	average revenue curve
0.2225	0.8944	greek	0.1521	be written in	bible
0.3295	0.8905	parallelogram	0.1521	be area of	magnitude
0.2645	0.8878	to predict the weather	0.1521	be used	air pressure
0.0006	0.8621	set	0.1521	can	icon
0.1099	0.8748	up	0.1521	rank	army officer
1.0	0.7395	dive	0.1521	be called	bar
1.0	0.8204	unions	0.1521	can stop	employer
0.0009	0.8653	out	0.1521	can	crow
0.0	0.8642	work	0.1521	can	muffle
0.0035	0.961	cured	0.1521	can	hypertension
0.0105	0.9796	earth	0.1521	be important to	ocean current
0.0146	0.9354	important to living organisms	0.1521	has_property	chemical reaction
0.0025	0.8598	gas	0.1521	give	anxiety
1.0	0.896	indiana	0.1521	be high in	gas
0.0014	0.9443	classified	0.1521	has_property	shape
0.6292	0.7907	free peanuts	0.1521	give	restaurant
1.0	0.8451	women more than men	0.1521	hurt	sex
0.001	0.9552	usa	0.1521	has_property	hawaii volcanoes national park
1.0	0.7849	apple	0.1521	be kicked out of	steve jobs
1.0	0.7291	controlled experiments	0.1521	carry out	scientist
0.0009	0.9443	food	0.1521	get	elephant seal
0.1523	0.893	africa	0.1521	be bad in	education
0.58	0.8773	rough	0.1521	be made	surface
0.0016	0.8371	purple	0.1521	can	shell
0.5817	0.8836	to be wound	0.1521	need	watch
0.0009	0.8994	away	0.1521	go	pollen
0.0058	0.8163	young	0.1521	feed	cowbird
0.002	0.91	different	0.1521	look	engineer
0.0002	0.9492	illegal	0.1521	has_property	lobotomy
0.0001	0.9389	made	0.1521	has_property	biscuit
0.0766	0.8593	spots	0.1521	give	foundation
0.7327	0.8365	thinner	0.1521	feel	long hair
0.0575	0.9338	media	0.1521	be in	nike
0.0335	0.9676	one	0.1521	be better than	ear
1.0	0.7247	a special relationship with turkey	0.1521	have	australia
1.0	0.7848	they ripen	0.1521	crack	tomato
0.6279	0.9336	on february 29	0.1521	has_property	leap year
0.3869	0.8489	ice cream	0.1521	love	cat
1.0	0.8711	of mexican	0.1521	be afraid of	american
1.0	0.8314	square units	0.1521	have	area
0.0071	0.8729	bad reputation	0.1521	have	meatloaf
0.0402	0.8606	listeria	0.1521	get	crop
1.0	0.7745	about these reports	0.1521	complain	everyone
0.1304	0.7755	things	0.1521	carry	retriever
0.0007	0.9506	ice	0.1521	has_property	carrot
0.0003	0.8777	away	0.1521	has_place	catalyst
1.0	0.802	point shoes	0.1521	stand on	ballerina
1.0	0.8412	in lower back	0.1521	feel	arthritis
0.0027	0.9004	diarrhea	0.1521	give	dunkin donuts coffee
0.0042	0.85	heartburn	0.1521	give	sparkling water
0.0027	0.9004	diarrhea	0.1521	give	white claw
0.0807	0.8965	destroy	0.1521	want	hela
1.0	0.7033	the citizens of oklahoma	0.1521	help	aquifer
0.0652	0.8863	pins	0.1521	has_property	boiled egg
0.0978	0.9229	walls	0.1521	climb up	slug
1.0	0.8307	dna replication is accurate	0.1521	ensure	cell
0.0373	0.9114	sims 4	0.1521	be in	cheat
0.0001	0.9111	vegan	0.1521	has_diet	sulfate
0.0021	0.951	prevented	0.1521	can	dengue fever
1.0	0.7589	drought	0.1521	deal with	farmer
1.0	0.8143	on going to the mountain	0.1521	insist	jack
0.0004	0.797	met	0.1521	can	programmer
1.0	0.8593	3 cubs	0.1521	have	wolf
0.0076	0.9017	nests	0.1521	build	great horned owl
0.0004	0.9267	paid	0.1521	get	lectern
1.0	0.7671	anxiety	0.1521	dilate during	pupil
0.0063	0.8267	hello	0.1521	say	cherokee
1.0	0.9318	dual headphone jacks	0.1521	have	airplane
0.1197	0.8628	like a period	0.1521	feel	ovulation
0.0056	0.8071	made	0.1521	get	milk
0.4668	0.8511	to boiling point	0.1521	related	vapour pressure
0.0309	0.8328	ontario	0.1521	work in	second mortgage
0.0001	0.9335	yellow	0.1521	has_color	auckland
0.046	0.9137	potential energy	0.1521	have	a battery
0.4199	1.0	erickson	0.1521	has_property	leif
1.0	0.8175	thyroid hormone	0.1521	produce	iodine
0.0034	0.887	pies	0.1521	has_property	tomato
0.0006	0.8369	mid	0.1521	has_property	horn
0.4143	0.8637	earphones	0.1521	be used in	electromagnet
0.2159	1.0	ibericos	0.1521	has_property	zoo
0.0027	0.8247	squeezed	0.1521	has_property	zoo
0.0014	1.0	rwanda	0.1521	has_property	zoo
0.1746	1.0	nystagua	0.1521	has_property	zoo
0.0012	1.0	nkjv	0.1521	has_property	zoo
0.0685	0.8487	niagara	0.1521	has_property	zoo
0.001	0.826	irregular	0.1521	has_property	zoo
0.2264	1.0	igarapava	0.1521	has_property	zoo
0.0869	1.0	gwenpool	0.1521	has_property	zoo
0.0028	0.8915	blocked	0.1521	has_property	zoo
0.0054	0.8889	bop	0.1521	has_property	zoo
0.0124	0.8669	data	0.1521	collect	smartphone
1.0	0.7471	the needs of america's working class	0.1521	ignore	president bush
0.3537	0.7575	street signs in charlotte	0.1521	be on	crown
0.0001	0.9561	spanish	0.1521	be in	seamstress
0.0298	0.9122	helpful to the environment	0.1521	has_property	microorganism
0.0323	0.8316	glide	0.1521	can	bat
0.0089	0.8805	film	0.1521	can	lilo
0.0001	0.9428	bad	0.1521	has_property	amoeba
0.0681	0.9317	urine	0.1521	smell like	shark
0.3845	0.863	urine green	0.1521	make	vitamin
1.0	0.7472	roundabout	0.1521	cross	pedestrian
1.0	0.7097	cows feeding on them	0.1521	pose danger to	plastic bag
0.1838	0.8248	other baby	0.1521	call	friend
0.0913	0.8141	glitter	0.1521	can	wrist
0.0002	0.8596	occur	0.1521	can	peach
0.014	0.936	wheelchair	0.1521	be in	dharma
1.0	0.7927	nose	0.1521	move to	cold
0.0002	0.9192	do	0.1521	can	biceps
0.0002	0.9384	be	0.1521	can	controller
0.0087	0.8894	nest	0.1521	make	woodpecker
1.0	0.927	important in a person's life	0.1521	has_property	laughter
0.179	0.8192	tories	0.1521	be called	flip flop
0.0017	0.9137	tax	0.1521	has_property	dividend
0.0002	0.8833	quiet	0.1521	has_trait	preschooler
0.0386	0.8849	green	0.1521	be called	heron
1.0	0.8078	turkey	0.1521	take place in	earthquake
0.0042	1.0	zurich	0.1521	has_property	precious metal
0.2143	0.9181	sagittarius	0.1521	be attracted to	leo
0.1368	0.8752	emotions	0.1521	express	toddler
0.3078	0.9585	breckenridge	0.1521	be in	snow
0.0001	0.9335	yellow	0.1521	has_color	merino
0.0002	0.9376	white	0.1521	has_color	flea
1.0	0.8268	peach	0.1521	be on	fuzz
0.0128	0.8575	stretch	0.1521	can	carpet
0.0139	0.9307	skirts	0.1521	wear	female lacrosse players
0.0383	0.8892	finance	0.1521	be used in	derivative
0.0314	0.9324	on walls	0.1521	walk	ant
0.0002	0.9492	illegal	0.1521	has_property	reef
0.0017	0.8276	irritated	0.1521	has_property	alkene
1.0	0.7894	in water plants	0.1521	less developed	root
1.0	0.8128	extra 9/10 of cent	0.1521	charge	gas station
1.0	0.7816	sales process	0.1521	help in	objection
1.0	0.8004	they are pirated	0.1521	know	game
1.0	0.6455	existence of external world	0.1521	establish	descartes
