subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
nightingale	has_movement	ahead	0.0365	0.9362	0.0001
nightingale	has_place	away	0.0365	0.938	0.0001
sabbath	has_property	try	0.0365	0.8299	0.0011
primary	has_property	whom	0.0365	0.8906	0.0248
pwr	has_property	occur	0.0365	0.8977	0.0002
pwr	has_property	lagging	0.0365	0.8723	0.001
pwr	has_place	up	0.0365	0.9414	0.0001
ps	has_place	down	0.0365	0.9397	0.0001
ice	has_property	less dense than liquid form	0.0365	0.9512	0.6216
pink	has_place	off	0.0365	0.9321	0.0002
cost	has_property	ok	0.0365	0.9197	0.0002
mammal	has_property	cloned	0.0365	0.8793	0.0158
wbc	has_property	emerging	0.0365	0.8413	0.0044
wbc	has_property	dying	0.0365	0.9395	0.0002
kid	catch faster	fairies easier	0.0365	0.7135	1.0
benzene	has_property	nucleophile	0.0365	1.0	0.013
ramses	has_time	yet	0.0365	0.9117	0.0001
spanish food	has_property	different from mexican food	0.0365	0.8841	0.5031
smoke	make	people feel	0.0365	0.9199	0.0529
card	has_property	region	0.0365	0.9417	0.0041
medium	has_movement	ahead	0.0365	0.9362	0.0001
smoking	has_trait	nice	0.0365	0.9464	0.0003
blood pressure	be affected by	alcohol	0.0365	0.8933	0.0423
kelp	has_property	air	0.0365	0.9405	0.0002
foreigner	be	able to acquire land in hawaii	0.0365	0.7428	1.0
adult	has_property	poop green	0.0365	0.937	0.205
crude oil	get to	refinery	0.0365	0.8658	1.0
challenge	be for	indian democracy	0.0365	0.8317	1.0
myeloma	has_property	impact	0.0365	0.8652	0.0003
human	be threat to	lions	0.0365	0.8218	0.523
coco	has_property	delete	0.0365	0.8939	0.0326
out-of-body experience	has_property	bucks	0.0365	0.8993	0.0037
out-of-body experience	has_property	noted	0.0365	0.9262	0.0016
kerosene	be called	coal oil	0.0365	0.9072	1.0
cough	be treated in	alternative medicine	0.0365	0.8372	0.0088
pound	has_place	down	0.0365	0.9397	0.0001
chiaroscuro	be used	to define form	0.0365	0.8736	1.0
octopi	beach	themselves on the welsh coast	0.0365	0.7775	1.0
impulse	has_property	transmitted	0.0365	0.9376	0.0009
baguette	has_property	feminine	0.0365	0.8847	0.0037
danny	be popular	phantom	0.0365	0.7743	1.0
percy	cut	ares	0.0365	0.7115	1.0
maraca	has_property	produced	0.0365	0.9392	0.0003
eczema	occur in	same place	0.0365	0.9341	0.0222
pr	can	package	0.0365	0.8282	0.0193
server	run	the nfl maps	0.0365	0.8297	1.0
only	has_property	via	0.0365	0.8225	0.0006
happy hour	has_property	illegal in massachusetts	0.0365	0.8864	0.0175
cassette recorder	have	magnets	0.0365	0.898	0.0063
plastic	be made	ks2	0.0365	0.9403	0.1
everyone	has_property	queen	0.0365	0.9272	0.0003
prior	has_property	illustration	0.0365	0.8206	0.0016
fraternal twin	has_property	facts	0.0365	0.8958	0.0026
acid rain	destroy	marble	0.0365	0.7436	1.0
stout	be high in	iron	0.0365	0.9088	0.0055
licence	be	to kill timothy dalton	0.0365	0.7473	1.0
rubber	has_property	sustainable	0.0365	0.9139	0.0006
apartheid	affected	people 's life	0.0365	0.883	1.0
capitol	has_property	karts	0.0365	0.7366	0.5928
isopropanol	has_property	ionic	0.0365	0.9283	0.0002
light	appear	twinkle	0.0365	0.8718	0.0323
tax return	has_property	pan	0.0365	0.9497	0.0002
tamarin	has_property	xyloglucan	0.0365	1.0	0.5325
taurus	have	bad reputation	0.0365	0.9117	0.0017
judge	be chosen in	arizona	0.0365	0.8953	1.0
clock	be in	station wrong	0.0365	0.8343	1.0
kicker	can	count	0.0365	0.8141	0.0094
rna molecule	has_property	veto	0.0365	0.9493	0.0002
chrysler	has_property	200 on gas	0.0365	0.9243	0.668
scientist	work together	to help tornadoes	0.0365	0.795	1.0
cabin	can	homes	0.0365	0.8783	0.0655
substance	can	source	0.0365	0.9133	0.1234
eryngium	has_property	pronounce	0.0365	0.8872	0.0002
paddle	has_property	offset	0.0365	0.8865	0.0103
olive oil	go	cloudy	0.0365	0.8936	0.003
electronegativity	related	to bivalent bonding briefly	0.0365	0.7799	1.0
basidiospore	has_property	released	0.0365	0.9051	0.0017
yellowstone	has_property	effects	0.0365	0.8967	0.0008
flaw	has_property	evil	0.0365	0.948	0.0003
flaw	has_trait	quiet	0.0365	0.8862	0.0
silents	has_movement	ahead	0.0365	0.9362	0.0001
baker	have	percentage work	0.0365	0.9018	1.0
brass instrument	has_property	names	0.0365	0.945	0.0009
biscuit	has_property	irish	0.0365	0.9536	0.0002
solomon	has_movement	ahead	0.0365	0.9362	0.0001
cat	be on	legs	0.0365	0.9229	1.0
runt	has_trait	good	0.0365	0.9469	0.0
math	has_property	linked	0.0365	0.9254	0.0016
fee	be high on	broadwaycom	0.0365	0.9123	1.0
dance floor	has_time	yet	0.0365	0.9117	0.0001
tuna	has_property	sustainable	0.0365	0.9139	0.0006
unsaturated fatty acid	has_property	gb	0.0365	0.9615	0.0001
non-insulin-dependent diabetes	has_place	up	0.0365	0.9414	0.0001
man	be	serial killers	0.0365	0.9493	0.3957
farming	can	up	0.0365	0.8924	0.0001
apar	has_movement	turns	0.0365	0.8393	0.0886
iranian rial	has_time	yet	0.0365	0.9117	0.0001
atp	be formed in	chemical reactions	0.0365	0.8915	1.0
wrestling match	has_property	on tv	0.0365	0.9591	0.0003
pitching	has_property	approaching	0.0365	0.7659	0.0083
babu	has_property	please	0.0365	0.8595	0.071
cmv	be spread during	pregnancy	0.0365	0.8815	1.0
forceps	has_property	classified	0.0365	0.9443	0.0003
lease	be for	99 years	0.0365	0.9399	0.3792
sodium	be regulated	by the kidneys	0.0365	0.8432	1.0
cancer	has_property	an example of non communicable diseases	0.0365	0.8325	1.0
iced tea	has_property	han	0.0365	0.9178	0.0013
control	has_property	vs	0.0365	0.9644	0.0001
albert	has_property	equip	0.0365	0.8414	0.0123
hawaii volcanoes national park	has_property	bi	0.0365	0.8695	0.0006
bag	has_property	uganda	0.0365	0.9051	0.0008
bag	has_property	snob	0.0365	0.7906	1.0
bag	has_property	dst	0.0365	0.8979	0.0007
bag	has_property	axis	0.0365	0.907	0.0002
only	has_property	vac	0.0365	0.8961	0.0002
seed	has_property	contrary	0.0365	0.6667	0.2526
audit	has_property	cai	0.0364	0.8206	0.0084
audit	has_property	eu	0.0364	0.9633	0.0013
nosebleed	has_movement	quick	0.0364	0.8701	0.0003
extract	has_property	heated	0.0364	0.9272	0.0017
wold	has_property	wyoming	0.0364	0.9193	0.0017
christchurch	has_time	now	0.0364	0.9371	0.0001
plasma	can be confined	in a magnetic mirror machine	0.0364	0.7882	1.0
gorge	be suitable for	construction of dams	0.0364	0.8015	0.3633
prescription	be on	hold	0.0364	0.922	0.0099
tortoise	try	eat	0.0364	0.8943	0.0069
image	be converted	to binary	0.0364	0.8034	0.396
parasite	has_property	actual	0.0364	0.8164	0.0006
chaos	has_property	ask	0.0364	0.8525	0.0006
chaos	has_movement	ahead	0.0364	0.9362	0.0001
metric	has_property	table	0.0364	0.9454	0.0013
radio wave	travel	further in the night	0.0364	0.9316	1.0
panther	have	bumps	0.0364	0.8968	0.0026
laughter	has_property	good for us	0.0364	0.9614	0.0012
state	be allowed	legalize	0.0364	0.7811	1.0
wind turbine	work	else	0.0364	0.7959	1.0
hoe	has_property	can	0.0364	0.9453	0.0003
only	has_property	lyrics	0.0364	0.8856	0.0001
gladiator	has_property	historically accurate	0.0364	0.8727	0.2399
eclipse	has_property	initialize	0.0364	0.7182	1.0
eclipse	has_property	initialize	0.0364	0.7182	1.0
lily	tell	story of fish necklace	0.0364	0.683	1.0
phone	be made	waterproof	0.0364	0.9059	0.3019
economist	can	disagree	0.0364	0.8656	0.0488
basel	has_property	tlc	0.0364	0.9135	0.0001
russian	has_property	dubbing	0.0364	0.7269	0.3203
competition	has_property	bad for students	0.0364	0.9353	0.0182
river blindness	has_property	prevention	0.0364	0.8296	0.0098
bladder	have	full for ultrasound	0.0364	0.8336	1.0
gusto	can	mean	0.0364	0.8744	0.0001
jeff	has_property	cousins	0.0364	0.8874	0.0536
fruit fly	has_property	slang	0.0364	0.8912	0.0017
fruit fly	has_property	lure	0.0364	0.8109	0.1592
lemon balm	has_property	pa	0.0364	0.9447	0.0001
lemon balm	has_property	sleep	0.0364	0.9505	0.0004
error	has_property	oh	0.0364	0.8673	0.0012
pork	has_property	store	0.0364	0.9447	0.0021
ripple	go	down january	0.0364	0.9097	1.0
cane sugar	has_property	factory	0.0364	0.9183	0.0115
pollution	be illegal in	uk	0.0364	0.9863	0.0003
pact	has_property	hawaii	0.0364	0.9454	0.0063
reindeer	has_property	endangered	0.0364	0.9512	0.0001
ton	has_trait	good	0.0364	0.9469	0.0
prior	has_property	shop	0.0364	0.9427	0.0005
haley	has_property	dating	0.0364	0.8758	0.0011
rubber	can	melt	0.0364	0.8698	0.0007
train	be	useful	0.0364	0.9452	0.0001
lifesaver	has_trait	soft	0.0364	0.8804	0.0007
tank	change	warfare today	0.0364	0.7474	1.0
16	has_property	perfect	0.0364	0.9235	0.0011
hud	has_property	video games	0.0364	0.9701	0.0196
world war 2	be considered	bad war	0.0364	0.8963	1.0
pesticide	be regulated in	canada	0.0364	0.8895	0.0193
solar panel	be illegal in	florida	0.0364	0.8763	0.0143
god	be portrayed in	psalm 18	0.0364	0.8511	1.0
pe	has_property	graded	0.0364	0.8828	0.003
columnist	be important in	democracy	0.0364	0.9735	0.0035
bone	has_property	sic	0.0364	0.9255	0.0004
passover	be mixture of	joy	0.0364	0.8412	1.0
ono	has_property	unit	0.0364	0.9273	0.0015
northern flying squirrel	has_time	old	0.0364	0.9345	0.0001
sixth sense	relate to	psychology	0.0364	0.8622	0.0038
bone	has_property	land	0.0364	0.9443	0.0043
clark	has_movement	ahead	0.0364	0.9362	0.0001
skid	has_property	unit	0.0364	0.9273	0.0015
analogue	has_property	better than digital	0.0364	0.8725	0.1167
cherrystone	has_property	made	0.0364	0.9403	0.0
brownian movement	has_property	responsible for the stability of sols	0.0364	0.7185	1.0
malta	make	money	0.0364	0.945	0.0001
fiji	has_property	famous	0.0364	0.9392	0.0001
spoilage	can	work	0.0364	0.9421	0.0
homer	be from	north	0.0364	0.9634	1.0
urge	has_trait	good	0.0364	0.9469	0.0
cordyline	can	zone	0.0364	0.8289	0.0002
sterling silver	has_property	better than silver	0.0364	0.9555	0.0767
historian	use	pottery	0.0364	0.8326	0.1298
concorde	has_property	dying	0.0364	0.9395	0.0002
mask	has_property	average	0.0364	0.8827	0.0003
bari	has_property	ta	0.0364	0.8964	0.0005
medusa	be in	sicilian	0.0364	0.9635	0.0663
nerve gas	has_property	illegal	0.0364	0.9502	0.0
man	go	to bed later than women	0.0364	0.7704	1.0
killer	has_property	human	0.0364	0.9405	0.0013
courier	please	work	0.0364	0.8336	1.0
consumption	grow	worldwide	0.0364	0.7962	0.63
crookes	has_property	zero rated	0.0364	0.8533	0.0006
nick	caraway know	daisy	0.0364	0.7394	1.0
hank	has_property	dyeing	0.0364	0.8289	0.0288
hank	has_movement	ahead	0.0364	0.9362	0.0001
hank	has_property	ask	0.0364	0.8525	0.0006
junk food	be harmful to	us	0.0364	0.8915	0.0044
gordon	has_property	bad	0.0364	0.9451	0.0
sears	has_property	ex	0.0364	0.9356	0.0006
seasonal foods	has_manner	better	0.0364	0.9379	0.0001
reason	affect	ending	0.0364	0.8079	1.0
nail polish	has_property	insoluble in water	0.0364	0.8993	0.001
queen elizabeth	has_property	on the new ten dollar note	0.0364	0.8833	1.0
periodic table	has_property	had	0.0364	0.9429	0.0002
fred	van raise	money	0.0364	0.8205	1.0
romeo	feel at	beginning	0.0364	0.8988	1.0
chemist	need	collaborate	0.0364	0.8874	1.0
deflation	has_property	harmful to an economy	0.0364	0.9197	0.1643
ban	has_time	now	0.0364	0.9371	0.0001
keep	has_property	going	0.0364	0.8782	0.0012
a level	has_property	geography	0.0364	0.9524	0.0364
vampire	be frightened of	holy water	0.0364	0.8126	0.3688
lower	has_body_part	arm	0.0364	0.8954	0.0023
ph	be maintained in	humans	0.0364	0.8728	0.0617
grape	has_property	squeezed	0.0364	0.8247	0.0006
bone	has_property	uk	0.0364	0.9583	0.0
reduction	has_property	zero calculated	0.0364	0.8508	0.0022
chapter	has_property	2 titled 1493	0.0364	0.8733	1.0
power station	be bad for	environment	0.0364	0.9831	0.0007
negative feedback	be associated with	homeostasis	0.0364	0.906	0.032
galaxy	has_property	non	0.0364	0.934	0.0005
warm-up	has_property	mba	0.0364	0.9422	0.0002
warm-up	has_property	ethics	0.0364	0.8855	0.0009
warm-up	has_property	ecosystem	0.0364	0.9571	0.002
temperature	has_property	interval	0.0364	0.7092	0.0825
chili	make	ribs	0.0364	0.8406	1.0
respiratory failure	cause	lactic acidosis	0.0364	0.9167	1.0
cold weather	make	cars rust	0.0364	0.8276	0.7994
nitrate	has_property	ionic compound	0.0364	0.9146	0.0057
penicillium	be classified	as an imperfect fungi	0.0364	0.8777	1.0
pointer	has_property	missing	0.0364	0.8191	0.0003
firefly	use	chinese	0.0364	0.8125	1.0
sikhism	compare with	other religions	0.0364	0.8584	1.0
evergreen	has_property	grove	0.0364	0.7951	0.0384
down	has_property	code	0.0364	0.9486	0.0007
diamond	be used with	science	0.0364	0.9438	1.0
optic	has_property	increasing	0.0364	0.8902	0.001
information processing	differ from	perception	0.0364	0.8683	0.3657
fatty acid	be soluble in	water	0.0364	0.9563	0.0003
representation	be based in	senate	0.0364	0.8816	1.0
oatmeal	has_property	watch	0.0364	0.9442	0.0001
oatmeal	has_property	agar	0.0364	0.851	0.0048
minnewit	has_time	now	0.0364	0.9371	0.0001
crick	has_property	if	0.0364	0.8882	0.0002
june	marry	neil	0.0364	0.8577	1.0
skirting board	has_property	zero rated	0.0364	0.8533	0.0006
malti	has_property	zombies	0.0364	0.9088	0.0014
garlic	be dangerous	in oil	0.0364	0.8662	1.0
paste	has_property	types	0.0364	0.9341	0.0002
spasm	has_property	zero	0.0364	0.9508	0.0
childhood	has_time	now	0.0364	0.9371	0.0001
baboon	has_property	hunted	0.0364	0.9177	0.0013
amitriptyline	has_property	cl	0.0364	0.9463	0.0009
diffusion	take place in	body	0.0364	0.9126	0.1047
strength	can	fluctuate	0.0364	0.8707	0.0047
backdoor	can	work	0.0364	0.9421	0.0
herbicide	has_property	label	0.0364	0.882	0.0107
frown	has_property	day	0.0364	0.9618	0.0001
epinephrine	has_place	away	0.0364	0.938	0.0001
epinephrine	has_property	uh	0.0364	0.8729	0.0024
epinephrine	has_property	squealing	0.0364	0.8182	0.001
epinephrine	has_movement	ahead	0.0364	0.9362	0.0001
epinephrine	has_property	aging	0.0364	0.9428	0.0005
matchmaking	has_movement	slow	0.0364	0.919	0.0001
phi	has_property	increasing	0.0364	0.8902	0.001
steel	become at	low temperatures	0.0364	0.878	0.2866
scotch	has_property	smokey	0.0364	0.8442	0.0349
error	has_property	hv_no_device	0.0364	0.7255	1.0
error	has_property	twitch	0.0364	0.9338	0.0006
error	has_property	spotting	0.0364	0.7384	0.2539
mask	has_property	axis	0.0364	0.907	0.0002
mask	has_property	iran	0.0364	0.9561	0.001
mask	has_property	acidic	0.0364	0.9328	0.0003
mask	has_property	iowa	0.0364	0.9524	0.0003
luther	have	ape body	0.0364	0.7785	0.1529
crabmeat	has_property	bad	0.0364	0.9451	0.0
piggy	has_property	twitching	0.0364	0.8117	0.0004
piggy	has_property	tying	0.0364	0.7995	0.0264
bone	has_property	impact	0.0364	0.8652	0.0003
computer science	has_property	hard major	0.0364	0.8457	1.0
antacid	has_property	killed	0.0364	0.9533	0.0002
11 year old	make	money in the winter	0.0364	0.8625	0.0554
glossitis	has_property	diagnosis	0.0364	0.8902	0.0021
advisory service	has_property	kpmg	0.0364	1.0	0.0039
dew	has_property	different from fog	0.0364	0.874	0.177
oregano	kill	bacteria	0.0364	0.9602	0.0007
backside	has_trait	quiet	0.0364	0.8862	0.0
autobiography	has_movement	ahead	0.0364	0.9362	0.0001
fume	has_property	alvaro	0.0364	1.0	0.1049
fume	has_property	awake	0.0364	0.9015	0.0019
hissing	has_property	go	0.0364	0.9403	0.0001
price	be established	in the foreign exchange market	0.0364	0.8334	1.0
pwr	has_trait	good	0.0364	0.9469	0.0
rumania	has_time	now	0.0364	0.9371	0.0001
corduroy	can	mean	0.0364	0.8744	0.0001
moonlight	has_property	uh	0.0364	0.8729	0.0024
resurrection	has_property	possible	0.0364	0.9047	0.0008
cent	has_trait	quiet	0.0364	0.8862	0.0
backing	has_movement	ahead	0.0364	0.9362	0.0001
friction	be	evil	0.0364	0.948	0.0003
period	has_property	before age 10 the new ' normal	0.0364	0.8311	1.0
hickey	has_property	pronounce	0.0364	0.8872	0.0002
boxer	has_property	character	0.0364	0.9387	0.0019
chew	has_property	ukraine	0.0364	0.9416	0.0006
chew	has_property	nyc	0.0364	0.9525	0.0002
chew	has_property	nab	0.0364	0.832	0.0168
sir edmund hillary	have	sir	0.0364	0.9057	0.1166
virus	has_property	egg	0.0364	0.9544	0.0002
sulphonic acid	has_color	yellow	0.0364	0.9462	0.0
sulphonic acid	has_property	zero	0.0364	0.9508	0.0
sulphonic acid	has_property	kill	0.0364	0.886	0.0033
sulphonic acid	has_property	effective	0.0364	0.9393	0.0001
shylock	has_property	twice	0.0364	0.9126	0.0002
mercantilism	has_property	dying	0.0364	0.9395	0.0002
meg	has_property	ignore	0.0364	0.8474	0.0019
possibility	has_property	at	0.0364	0.9569	0.0003
cartridge	has_property	better than discs	0.0364	0.9437	0.4564
jake	has_movement	ahead	0.0364	0.9362	0.0001
fructose	be absorbed in	small intestine	0.0364	0.9533	0.0502
audit	has_property	smart	0.0364	0.9052	0.0001
show	can say	"shit censor "" f*ck on tv"	0.0364	0.7942	1.0
poutine	has_property	illegal	0.0364	0.9502	0.0
zoo	be	educational	0.0364	0.8926	0.0029
awe	can	mean	0.0364	0.8744	0.0001
everyone	can hear	son when he's using	0.0364	0.776	1.0
enzyme	has_property	cnn	0.0364	0.9469	0.0001
caryatid	has_property	made	0.0364	0.9403	0.0
big brother	finish	early	0.0364	0.85	0.1315
mew	has_property	mewing	0.0364	0.7419	1.0
columbia	have	swim test	0.0364	0.8669	0.3621
cell	be stained	viewed	0.0364	0.8724	1.0
yellowstone	has_property	show	0.0364	0.9378	0.0011
crake	has_property	snowman	0.0364	0.863	0.555
look	has_place	out	0.0364	0.9423	0.0001
nurse	has_property	like detectives	0.0364	0.9016	0.0571
chlorine water	kill	bacteria	0.0364	0.9602	0.0007
giraffe	has_property	han	0.0364	0.9178	0.0013
grass	has_property	smell	0.0364	0.9059	0.0019
washington	be on	dollar	0.0364	0.9778	0.1673
cost	has_property	ireland	0.0364	0.9613	0.0002
engels	be considered as	partner of marx as philosopher	0.0364	0.8608	1.0
doh	has_property	working	0.0364	0.9281	0.0
vaccination	work	to support the white blood cells in defending the body against disease	0.0364	0.8028	1.0
bering	has_property	die	0.0364	0.9522	0.0011
bering	has_movement	ahead	0.0364	0.9362	0.0001
wally	has_property	ill	0.0364	0.9514	0.0002
subway	has_trait	unhealthy	0.0364	0.9123	0.0003
water	has_movement	ahead	0.0364	0.9362	0.0001
copyright	be related to	student work	0.0364	0.8446	1.0
mongoose	has_property	75	0.0364	1.0	0.3648
nutrition	has_property	oz	0.0364	0.9592	0.0007
bold	has_property	axis	0.0364	0.907	0.0002
bold	has_property	ignored	0.0364	0.9374	0.0001
bold	has_property	idle	0.0364	0.8291	0.0001
bold	has_property	illustrator	0.0364	0.9535	0.0016
bold	has_property	hara	0.0364	0.7761	0.0091
force	has_trait	conservative	0.0364	0.9011	0.0033
blanket stitch	has_property	made	0.0364	0.9403	0.0
erythrocyte sedimentation rate	has_property	fit	0.0364	0.8996	0.0005
christianity	has_trait	organized	0.0364	0.9301	0.0004
cloud	clump	together	0.0364	0.8648	0.0235
bulb	be in	series dimmer	0.0364	0.8933	0.0951
tcp	has_property	await	0.0364	0.8661	0.0063
tcp	has_movement	ahead	0.0364	0.9362	0.0001
file	has_property	made	0.0364	0.9403	0.0
chile	has_property	diverse country	0.0364	0.9039	0.6139
thorn	be helpful to	plants	0.0364	0.937	0.076
queen victoria	has_property	important	0.0364	0.9638	0.0029
blue ash	come after	cobalt nitrate test of aluminum	0.0364	0.7102	1.0
high noon	has_property	about blacklisting	0.0364	0.7379	0.4897
alga	be used for	bio fuel	0.0364	0.9697	1.0
gramme	has_movement	running	0.0364	0.9358	0.0002
tuna fish	has_property	lap	0.0364	0.9546	0.0008
tuna fish	has_property	image	0.0364	0.9414	0.0009
westward	has_property	established	0.0364	0.8448	0.0006
god	send death to	man	0.0364	0.7271	1.0
lanolin	has_property	bad	0.0364	0.9451	0.0
foreigner	be treated	in saudi	0.0364	0.8789	0.1611
clubfoot	has_property	pronounce	0.0364	0.8872	0.0002
inductor	has_property	application	0.0364	0.8276	0.0023
delay	be at	logan airport today	0.0364	0.8707	0.3607
buna	has_property	s obtained	0.0364	0.8641	1.0
bypass	has_movement	ahead	0.0364	0.9362	0.0001
pentanoic acid	has_property	related	0.0364	0.961	0.0001
valeric acid	has_property	formed	0.0364	0.9373	0.0001
grape	has_property	quit	0.0364	0.8602	0.0005
heating pad	has_property	enough	0.0364	0.8486	0.0004
defibrillator	has_property	ayurveda	0.0364	0.8939	0.0004
defibrillator	has_property	awareness	0.0364	0.8549	0.0005
defibrillator	has_property	auricular	0.0364	0.7907	0.1247
defibrillator	has_property	attacked	0.0364	0.8976	0.0016
defibrillator	has_property	systole	0.0364	0.8168	1.0
defibrillator	has_property	aquatic	0.0364	0.946	0.0001
defibrillator	has_property	approach	0.0364	0.8445	0.0011
defibrillator	has_property	aortic	0.0364	0.8811	0.0017
defibrillator	has_property	alarm	0.0364	0.835	0.0602
defibrillator	has_property	eyed	0.0364	0.8946	0.0026
defibrillator	has_property	accurate	0.0364	0.9151	0.0002
defibrillator	has_property	absorbed	0.0364	0.9112	0.0014
leaving	has_property	idle	0.0364	0.8291	0.0001
rhomb	has_property	adelaide	0.0364	0.9198	0.0028
down	has_property	nu	0.0364	0.8775	0.0014
animal	be in	most aboriginal art	0.0364	0.9105	0.3535
sulphonic acid	has_property	buyer	0.0364	0.8353	0.0055
prawn	has_property	locked	0.0364	0.9481	0.001
itchiness	has_property	go away	0.0364	0.9041	0.1155
lake	has_movement	fallen	0.0364	0.8413	0.0233
listening	has_trait	challenging	0.0364	0.7782	0.028
petroleum jelly	has_property	edible	0.0364	0.8366	0.0003
lao	be new year in	april	0.0364	0.9043	0.093
bone	has_property	cm	0.0364	0.954	0.0003
pd	has_property	able	0.0364	0.899	0.0004
mete	has_place	out	0.0364	0.9423	0.0001
nina	has_property	gray rich	0.0364	0.8493	0.3481
oscillation	has_property	natural	0.0364	0.8818	0.0003
degradation	has_property	age	0.0364	0.9204	0.0002
tooth	has_property	ghost	0.0364	0.8714	0.0006
african american	be alike	mexican americans	0.0364	0.8826	1.0
habitat	has_property	protected	0.0364	0.9484	0.0007
photographer	put logos on	images	0.0364	0.7466	1.0
nationalization	can	mean	0.0364	0.8744	0.0001
saucepan	can	dimensions	0.0364	0.83	0.468
air pressure	has_property	aviation	0.0364	0.8465	0.0035
us postal service	has_property	gap	0.0364	0.8941	0.0004
human	need	toilet paper	0.0364	0.902	0.019
rowan	related	to eyelid	0.0364	0.8212	1.0
cost	has_property	lbs	0.0364	0.9543	0.0002
hydrochloric acid	has_property	risk	0.0364	0.9226	0.0051
abdomen	make	noises	0.0364	0.9096	0.0115
stay	be on	main closed	0.0364	0.8751	0.2469
osmosis	has_property	similar from diffusion	0.0364	0.9096	0.6207
lewis	has_place	up	0.0364	0.9414	0.0001
pancreatic cancer	has_property	detected late	0.0364	0.9065	0.375
palmitic acid	has_property	formed	0.0364	0.9373	0.0001
mail	has_property	effective	0.0364	0.9393	0.0001
camo	has_property	ironing	0.0364	0.8222	0.0025
sale	has_property	gi	0.0364	0.9409	0.0007
fruit	has_property	banned	0.0364	0.9613	0.0002
public school	be in	texas governed	0.0364	0.8687	1.0
ph	has_property	dimensionless	0.0364	0.824	0.0258
armful	has_property	twice	0.0364	0.9126	0.0002
armful	has_property	dying	0.0364	0.9395	0.0002
building	be important in	sales	0.0364	0.8778	0.016
motivation	affect	an athletes performance	0.0364	0.8604	0.3182
grant	has_property	on the $50 bills	0.0364	0.8891	0.2557
pa	has_property	illegal	0.0364	0.9502	0.0
tiff	has_trait	transparent	0.0364	0.9416	0.0006
brutus	has_property	loyal to rome	0.0364	0.8017	1.0
vaccine	has_property	mfr	0.0364	0.8036	0.0059
vaccine	has_property	guidelines	0.0364	0.8673	0.0037
vaccine	has_property	ibm	0.0364	0.9122	0.0002
standing stone	has_property	work	0.0364	0.934	0.0001
standing stone	has_property	vodka	0.0364	0.9531	0.0074
elm tree	has_property	for firewood	0.0364	0.9492	0.0209
tablet	be more expensive in	canada	0.0364	0.9582	0.0133
satan	be lost in	paradise	0.0364	0.8806	1.0
mental health	affect	person 's job	0.0364	0.8955	1.0
scar tissue	has_property	mr	0.0364	0.9501	0.0001
washington monument	has_time	now	0.0364	0.9371	0.0001
race	has_property	genetic	0.0364	0.9257	0.0006
asthma	has_property	diurnal	0.0364	0.6732	0.0133
asthma	has_property	cns	0.0364	0.8909	0.0002
asthma	has_property	center	0.0364	0.9621	0.0013
asthma	has_property	cdc	0.0364	0.8324	0.0011
asthma	has_property	bmw	0.0364	0.9396	0.0002
asthma	has_property	bjork	0.0364	1.0	0.0007
asthma	has_property	cns	0.0364	0.8909	0.0002
asthma	has_property	diurnal	0.0364	0.6732	0.0133
ivory-billed woodpecker	has_property	quota	0.0364	0.9008	0.0001
red meat	has_property	owner	0.0364	0.8566	0.0002
fire	has_property	extinguisher red	0.0364	0.8413	1.0
living quarters	has_property	built	0.0364	0.9399	0.0003
huck	has_property	miller	0.0364	0.8023	0.0559
constantina	has_place	down	0.0364	0.9397	0.0001
linux	has_property	bad	0.0364	0.9451	0.0
religion	has_property	useful	0.0364	0.9452	0.0001
mineral	be	valuable	0.0364	0.9013	0.0003
easter sunday	be celebrated in	catholic church	0.0364	0.9252	0.098
stem-cell research	has_property	uk	0.0364	0.9583	0.0
stem-cell research	has_property	www	0.0364	0.9135	0.0002
stem-cell research	has_property	qc	0.0364	0.7733	0.0018
stem-cell research	has_property	wjec	0.0364	1.0	0.0001
stem-cell research	has_property	wp	0.0364	0.9239	0.0001
stem-cell research	has_property	adc	0.0364	0.8921	0.0016
stem-cell research	has_property	vq-100	0.0364	1.0	1.0
stem-cell research	has_property	vac	0.0364	0.8961	0.0002
stem-cell research	has_property	vhs	0.0364	0.8311	0.0013
stem-cell research	has_property	vga	0.0364	0.8732	0.0008
stem-cell research	has_property	fd	0.0364	0.8781	0.0011
stem-cell research	has_property	video	0.0364	0.9408	0.0002
stem-cell research	has_property	uh	0.0364	0.8729	0.0024
stem-cell research	has_property	urgent	0.0364	0.8266	0.0034
stem-cell research	has_property	uk	0.0364	0.9583	0.0
stem-cell research	has_property	uefi	0.0364	1.0	0.0008
stem-cell research	has_property	text	0.0364	0.9462	0.0001
stem-cell research	has_property	tquk	0.0364	1.0	0.0002
stem-cell research	has_property	speed	0.0364	0.9439	0.0002
stem-cell research	has_property	avg	0.0364	0.916	0.0001
stem-cell research	has_property	squared	0.0364	0.89	0.0001
stem-cell research	has_property	snap	0.0364	0.9272	0.0006
stem-cell research	has_property	sea	0.0364	0.9451	0.0003
stem-cell research	has_property	sf	0.0364	0.9641	0.0006
stem-cell research	has_property	rvs	0.0364	1.0	0.0023
stem-cell research	has_property	url	0.0364	0.9212	0.0004
stem-cell research	has_property	rqld	0.0364	1.0	0.0053
stem-cell research	has_property	emit	0.0364	0.8623	0.0011
stem-cell research	has_property	rbi	0.0364	0.7851	0.0016
